source_file,physical_field,canonical_term,glossary_token,owner_domain,source_standard,party,product_class,im_vm,is_currency,status,notes
dailyexposure_cmos_dm_sample.csv,ITM Exposure,in-the-money exposure,itm_exposure,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,OTM Exposure,out-of-the-money exposure,otm_exposure,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Total Exposure Amount,total exposure amount,total_exposure,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Action,call status,call_status,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Agreed Amount,agreed amount,agreed_amount,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Base Call Amount,margin call,margin_call,credit_risk,ISDA,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Booked Amount First Leg,booked amount,booked_amount,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Booked Amount Second Leg,booked amount,booked_amount,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Call Status,call status,call_status,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Counterparty Amount,agreed amount,agreed_amount,credit_risk,convention,CP,,,,draft,
dailyexposure_cmos_dm_sample.csv,Reporting Call Amount,margin call,margin_call,credit_risk,ISDA,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Model,IM calculation method,im_calc_method,credit_risk,ISDA,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Agreement Id,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Event Id,collateral event,event,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,External Id,trade identifier,trade_id,trades,FpML,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Instrument ID,trade identifier,trade_id,trades,FpML,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Margin Type,margin type,margin_type,credit_risk,ISDA,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Reporting Currency,,,,,,,,ccy,unmatched,review / add to glossary
dailyexposure_cmos_dm_sample.csv,Dispute Age,dispute age,dispute_age,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Counterparty IM Rounding,rounding amount,rounding,credit_risk,ISDA,CP,,IM,,draft,
dailyexposure_cmos_dm_sample.csv,Principal IM Rounding,rounding amount,rounding,credit_risk,ISDA,TD,,IM,,draft,
dailyexposure_cmos_dm_sample.csv,IM Requirement,,,,,,,IM,,unmatched,review / add to glossary
dailyexposure_cmos_dm_sample.csv,Event Date,collateral event,event,credit_risk,convention,,,,,draft,
dailyexposure_cmos_dm_sample.csv,Counterparty,,,,,CP,,,,unmatched,review / add to glossary
dailyexposure_cmos_dm_sample.csv,Agreement Description,agreement,agrmt,credit_risk,FIBO,,,,,draft,
disputes_cmos_dm_sample.csv,Counterparty,,,,,CP,,,,unmatched,review / add to glossary
disputes_cmos_dm_sample.csv,Description,,,,,,,,,unmatched,review / add to glossary
disputes_cmos_dm_sample.csv,Action,call status,call_status,credit_risk,convention,,,,,draft,
disputes_cmos_dm_sample.csv,Time,timestamp,ts,shared,ISO,,,,,draft,
disputes_cmos_dm_sample.csv,Base Currency,CSA / collateral currency,csa_currency,credit_risk,ISDA,,,,ccy,draft,
disputes_cmos_dm_sample.csv,Reporting Dispute Amount,dispute amount,dispute_amount,credit_risk,convention,,,,,draft,
disputes_cmos_dm_sample.csv,Dispute Age,dispute age,dispute_age,credit_risk,convention,,,,,draft,
disputes_cmos_dm_sample.csv,Dispute Amount,dispute amount,dispute_amount,credit_risk,convention,,,,,draft,
disputes_cmos_dm_sample.csv,Agreement Id,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
disputes_cmos_dm_sample.csv,Event Id,collateral event,event,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,schemaType,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample.json,schemaVersion,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample.json,asOfTimestamp,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.agreementGroupCode,agreement group,agreement_group,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample.json,agreement.collateralAgreementId,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.agreements[].agreementId,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.agreements[].agreementType,agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample.json,agreement.counterparties.td.entityCode,entity code,entity_code,reference_data,convention,,,,,draft,
cmos_collateral_sample.json,agreement.counterparties.td.lei,Legal Entity Identifier,lei,reference_data,ISO,,,,,draft,
cmos_collateral_sample.json,agreement.counterparties.cp.entityCode,entity code,entity_code,reference_data,convention,,,,,draft,
cmos_collateral_sample.json,agreement.counterparties.cp.lei,Legal Entity Identifier,lei,reference_data,ISO,,,,,draft,
cmos_collateral_sample.json,agreement.tradeExposureList[].tradeId,trade identifier,trade_id,trades,FpML,,,,,draft,
cmos_collateral_sample.json,agreement.tradeExposureList[].sourceSystem,source system,source_system,shared,convention,,,,,draft,
cmos_collateral_sample.json,agreement.tradeExposureList[].productType,ISDA product taxonomy,isda_product_type,trades,ISDA,,,,,draft,
cmos_collateral_sample.json,agreement.tradeExposureList[].buySell,buy/sell indicator,buy_sell,trades,FpML,,,,,draft,
cmos_collateral_sample.json,agreement.tradeExposureList[].effectiveDate,date,dt,shared,ISO,,,,,draft,
cmos_collateral_sample.json,agreement.tradeExposureList[].maturityDate,maturity,mat,trades,FIBO,,,,,draft,
cmos_collateral_sample.json,agreement.tradeExposureList[].notional.amount,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.tradeExposureList[].notional.currency,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.tradeExposureList[].pv.amount,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.tradeExposureList[].pv.currency,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.tradeExposureList[].pv.valuationDate,valuation date,valuation_date,shared,convention,,,,,draft,
cmos_collateral_sample.json,agreement.tradeExposureList[].applicableAgreements[],agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample.json,agreement.exposureSummary.im.totalExposure,total exposure amount,total_exposure,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.exposureSummary.im.currency,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.exposureSummary.vm.totalExposure,total exposure amount,total_exposure,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.exposureSummary.vm.currency,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.marginCalls[].marginType,margin type,margin_type,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample.json,agreement.marginCalls[].direction,direction,direction,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.marginCalls[].amount,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.marginCalls[].currency,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.marginCalls[].status,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.assetHoldings[].assetId,collateral holding,asset_holding,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.assetHoldings[].assetType,collateral holding,asset_holding,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.assetHoldings[].issuer,issuer,issuer,reference_data,FIBO,,,,,draft,
cmos_collateral_sample.json,agreement.assetHoldings[].currency,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.assetHoldings[].positionType,collateral holding,asset_holding,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.assetHoldings[].reportedCollateralValue,collateral value,collateral_value,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.assetHoldings[].valuationDate,valuation date,valuation_date,shared,convention,,,,,draft,
cmos_collateral_sample.json,agreement.assetMovements[].movementType,collateral movement,asset_movement,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.assetMovements[].marginType,margin type,margin_type,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample.json,agreement.assetMovements[].assetId,collateral holding,asset_holding,credit_risk,convention,,,,,draft,
cmos_collateral_sample.json,agreement.assetMovements[].amount,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.assetMovements[].currency,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample.json,agreement.assetMovements[].settlementDate,settlement date,settlement_date,shared,convention,,,,,draft,
cmos_collateral_sample.json,agreement.assetMovements[].status,,,,,,,,,unmatched,review / add to glossary
tams_agreement_sample.json,schemaType,,,,,,,,,unmatched,review / add to glossary
tams_agreement_sample.json,sourceSystem,source system,source_system,shared,convention,,,,,draft,
tams_agreement_sample.json,asOfTimestamp,,,,,,,,,unmatched,review / add to glossary
tams_agreement_sample.json,agreementGroup.agreementGroupCode,agreement group,agreement_group,credit_risk,ISDA,,,,,draft,
tams_agreement_sample.json,agreementGroup.counterparties.td.entityCode,entity code,entity_code,reference_data,convention,,,,,draft,
tams_agreement_sample.json,agreementGroup.counterparties.td.legalName,,,,,,,,,unmatched,review / add to glossary
tams_agreement_sample.json,agreementGroup.counterparties.td.lei,Legal Entity Identifier,lei,reference_data,ISO,,,,,draft,
tams_agreement_sample.json,agreementGroup.counterparties.cp.entityCode,entity code,entity_code,reference_data,convention,,,,,draft,
tams_agreement_sample.json,agreementGroup.counterparties.cp.legalName,,,,,,,,,unmatched,review / add to glossary
tams_agreement_sample.json,agreementGroup.counterparties.cp.lei,Legal Entity Identifier,lei,reference_data,ISO,,,,,draft,
tams_agreement_sample.json,agreements[].agreementId,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
tams_agreement_sample.json,agreements[].agreementType,agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
tams_agreement_sample.json,agreements[].agreementCategory,agreement category,agreement_category,credit_risk,convention,,,,,draft,
tams_agreement_sample.json,agreements[].status,,,,,,,,,unmatched,review / add to glossary
tams_agreement_sample.json,agreements[].effectiveDate,date,dt,shared,ISO,,,,,draft,
tams_agreement_sample.json,agreements[].regulatoryRegime,regulatory regime,regulatory_regime,credit_risk,Basel,,,,,draft,
tams_agreement_sample.json,agreements[].imTerms.calculationMethod,IM calculation method,im_calc_method,credit_risk,ISDA,,,,,draft,
tams_agreement_sample.json,agreements[].imTerms.threshold.td,,,,,TD,,,,unmatched,review / add to glossary
tams_agreement_sample.json,agreements[].imTerms.threshold.cp,counterparty,cpty,reference_data,FIBO,CP,,,,draft,
tams_agreement_sample.json,agreements[].imTerms.threshold.currency,,,,,,,,ccy,unmatched,review / add to glossary
tams_agreement_sample.json,agreements[].imTerms.mta.td,,,,,TD,,,,unmatched,review / add to glossary
tams_agreement_sample.json,agreements[].imTerms.mta.cp,counterparty,cpty,reference_data,FIBO,CP,,,,draft,
tams_agreement_sample.json,agreements[].imTerms.mta.currency,,,,,,,,ccy,unmatched,review / add to glossary
tams_agreement_sample.json,agreements[].imTerms.rounding,rounding amount,rounding,credit_risk,ISDA,,,,,draft,
tams_agreement_sample.json,agreements[].imTerms.segregation.td,,,,,TD,,,,unmatched,review / add to glossary
tams_agreement_sample.json,agreements[].imTerms.segregation.cp,counterparty,cpty,reference_data,FIBO,CP,,,,draft,
tams_agreement_sample.json,agreements[].productEligibility[],product eligibility,product_eligibility,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.schemaType,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.schemaVersion,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.versionTimestamp,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.version,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.collateralAgreementID,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.agreementID,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.agreementGroupCode,agreement group,agreement_group,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.agreementType,agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.agreementDescription,agreement,agrmt,credit_risk,FIBO,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.td,,,,,TD,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdLei,Legal Entity Identifier,lei,reference_data,ISO,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdShortCode,entity code,entity_code,reference_data,convention,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cp,counterparty,cpty,reference_data,FIBO,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpLei,Legal Entity Identifier,lei,reference_data,ISO,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpShortCode,entity code,entity_code,reference_data,convention,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.goldtierID,GoldTier identifier,goldtier_id,reference_data,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.internalFlag,indicator,ind,shared,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpRating,rating,rtg,reference_data,FIBO,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdRating,rating,rtg,reference_data,FIBO,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.agreementCategory,agreement category,agreement_category,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.agreementGroup,agreement group,agreement_group,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.csaCcy,CSA / collateral currency,csa_currency,credit_risk,ISDA,,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.imMcFrequency,margin call frequency,margin_call_frequency,credit_risk,ISDA,,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.mcFrequency,margin call frequency,margin_call_frequency,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.reciprocity,reciprocity,reciprocity,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.linkageSet,linkage set,linkage_set,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpMTA,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpMTACcy,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpIMMTA,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpIMMTACcy,Minimum Transfer Amount,mta,credit_risk,ISDA,CP,,IM,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpThreshold,threshold,thr,credit_risk,ISDA,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpIMThreshold,threshold,thr,credit_risk,ISDA,CP,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpIMThresholdCcy,threshold,thr,credit_risk,ISDA,CP,,IM,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpFixedRoundingValues,rounding amount,rounding,credit_risk,ISDA,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpIMFixedRoundingValues,rounding amount,rounding,credit_risk,ISDA,CP,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdMTA,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdMTACcy,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdIMMTA,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdIMMTACcy,Minimum Transfer Amount,mta,credit_risk,ISDA,TD,,IM,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdThreshold,threshold,thr,credit_risk,ISDA,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdIMThreshold,threshold,thr,credit_risk,ISDA,TD,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdIMThresholdCcy,threshold,thr,credit_risk,ISDA,TD,,IM,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdFixedRoundingValues,rounding amount,rounding,credit_risk,ISDA,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.legacyExcessCollateral,breach excess amount,excess_amount,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdIMFixedRoundingValues,rounding amount,rounding,credit_risk,ISDA,TD,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.segregation,collateral segregation,segregation,credit_risk,Basel,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdSegregationType,collateral segregation,segregation,credit_risk,Basel,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpSegregationType,collateral segregation,segregation,credit_risk,Basel,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tdIMSegregationType,collateral segregation,segregation,credit_risk,Basel,TD,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.cpIMSegregationType,collateral segregation,segregation,credit_risk,Basel,CP,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.simmTDCallCcy,ISDA SIMM,simm,credit_risk,ISDA,TD,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.simmCPCallCcy,ISDA SIMM,simm,credit_risk,ISDA,CP,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.agreementContainsTradeLevelIA,agreement,agrmt,credit_risk,FIBO,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail._note,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail.tdIA,Independent Amount,ia,credit_risk,ISDA,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail.cpIA,Independent Amount,ia,credit_risk,ISDA,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail.cpIABase,Independent Amount,ia,credit_risk,ISDA,CP,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail.tdIABase,Independent Amount,ia,credit_risk,ISDA,TD,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail.totalExposureAmount,total exposure amount,total_exposure,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail.marginCallSummary[].actionType,call status,call_status,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail.marginCallSummary[].callStatus,call status,call_status,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.exposureDetail.marginCallSummary[].baseCallAmount,margin call,margin_call,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.imBreakdown.simmReportingCcy,ISDA SIMM,simm,credit_risk,ISDA,,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.imBreakdown.equity,equity derivative,eqd,trades,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tradeExposureList[].tradeId,trade identifier,trade_id,trades,FpML,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tradeExposureList[].sourceSystem,source system,source_system,shared,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tradeExposureList[].productType,ISDA product taxonomy,isda_product_type,trades,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tradeExposureList[].cusip,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tradeExposureList[].pv,present value,pv,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tradeExposureList[].pvCcy,present value,pv,credit_risk,convention,,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tradeExposureList[].applicableAgreements,agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.tradeExposureList[]._note,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[]._note,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].position,position,pos,trades,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].settlementStatus,settlement status,settlement_status,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].instrumentId,trade identifier,trade_id,trades,FpML,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].instrumentIdType,ISDA product taxonomy,isda_product_type,trades,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].assetClass,asset class,asset_class,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].assetType,collateral holding,asset_holding,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].assetCcy,collateral holding,asset_holding,credit_risk,convention,,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].haircut,collateral haircut,haircut,credit_risk,Basel,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].bookingType,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].marginType,margin type,margin_type,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].parAmount,par value,par_value,trades,FIBO,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].maturityDate,maturity,mat,trades,FIBO,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].bookingMarketValue,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].reportedMarketValue,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].reportedCollateralValue,collateral value,collateral_value,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].baseAdjustedCollateralValue,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].baseMarketValue,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].rehypothecationRights,rehypothecation rights,rehypothecation,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].imRehypothecationRights,rehypothecation rights,rehypothecation,credit_risk,ISDA,,,IM,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].internalPolicyReuse,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetHolding[].reportingCcy,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[]._note,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].assetClass,asset class,asset_class,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].assetType,collateral holding,asset_holding,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].collateralStatus,collateral status,collateral_status,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].instrumentID,trade identifier,trade_id,trades,FpML,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].instrumentType,ISDA product taxonomy,isda_product_type,trades,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].date,date,dt,shared,ISO,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].movementType,collateral movement,asset_movement,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].reportingCcy,,,,,,,,ccy,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].repoCcy,repurchase agreement,repo,trades,ISDA,,,,ccy,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].nominalAmount,notional,notional,trades,FpML,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].settlementDate,settlement date,settlement_date,shared,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].paymentInstructionsBucket,time bucket,time_bucket,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.assetMovementList[].movement,collateral movement,asset_movement,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_1_REG_IMC.disputeStatus[],collateral dispute,dispute,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_2_REG_IMP._key_differences_from_IMC,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_2_REG_IMP.schemaType,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_2_REG_IMP.schemaVersion,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_2_REG_IMP.versionTimestamp,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_2_REG_IMP.version,,,,,,,,,unmatched,review / add to glossary
cmos_collateral_sample_three_components.json,_component_2_REG_IMP.collateralAgreementID,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_2_REG_IMP.agreementID,collateral agreement identifier,collateral_agreement_id,credit_risk,convention,,,,,draft,
cmos_collateral_sample_three_components.json,_component_2_REG_IMP.agreementGroupCode,agreement group,agreement_group,credit_risk,ISDA,,,,,draft,
cmos_collateral_sample_three_components.json,_component_2_REG_IMP.agreementType,agreement type,agreement_type,credit_risk,ISDA,,,,,draft,
