base_threshold_principal,base_threshold_counterparty,base_min_transfer_principal,base_min_transfer_counterparty,counterparty_rounding,principal_rounding,base_total_exposure_amount,action,agreed_amount,base_call_amount,booked_amount_first_leg,booked_amount_second_leg,call_status,counterparty_amount,reporting_call_amount,agreement_id,event_id,external_id,instrument_id,margin_type,reporting_currency,dispute_age,rescued_data,reporting_date
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,3100000.0,3100000.0,,,Pending Review,,3100000.0,11513,95276,7304,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,800000.0,800000.0,,,No Call Required,,800000.0,10357,94281,7659,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,1100000.0,1100000.0,,,Pending Review,,1100000.0,11758,97236,7084,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,2900000.0,2900000.0,,,No Call Required,,2900000.0,11986,90156,7016,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,ITM No Calls,4800000.0,4800000.0,,,Pending Review,,4800000.0,11828,91242,7682,,Net,USD,,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,700000.0,700000.0,,,Pending Review,,700000.0,10167,90481,7052,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,2100000.0,2100000.0,,,Pending Review,,2100000.0,11024,92324,7833,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,1600000.0,1600000.0,,,Pending Review,,1600000.0,10996,91495,7415,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Call,700000.0,700000.0,,,Pending Review,,700000.0,11358,90808,7586,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,0.0,0.0,,,Pending Review,,0.0,10892,96366,7267,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,Recall,800000.0,800000.0,,,No Call Required,,800000.0,10968,90952,7474,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Call,400000.0,400000.0,,,Pending Review,,400000.0,10255,97404,7418,,Net,USD,,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,Call,3300000.0,3300000.0,,,Pending Review,,3300000.0,11777,93880,7021,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,2200000.0,2200000.0,,,Pending Review,,2200000.0,11109,99213,7238,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,3800000.0,3800000.0,,,No Call Required,,3800000.0,11087,99664,7520,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,3100000.0,3100000.0,,,No Call Required,,3100000.0,10652,95273,7543,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,900000.0,900000.0,,,Pending Review,,900000.0,11149,93231,7867,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,2700000.0,2700000.0,,,Pending Review,,2700000.0,11782,90404,7193,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,4800000.0,4800000.0,,,No Call Required,,4800000.0,10486,93200,7294,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Call,500000.0,500000.0,,,No Call Required,,500000.0,10514,98102,7191,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,1000000.0,1000000.0,,,Pending Review,,1000000.0,11207,94392,7663,,Net,USD,,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Call,4600000.0,4600000.0,,,No Call Required,,4600000.0,10532,95674,7773,,Net,USD,,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,4800000.0,4800000.0,,,No Call Required,,4800000.0,11044,90885,7937,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Call,500000.0,500000.0,,,No Call Required,,500000.0,10076,92049,7020,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,4200000.0,4200000.0,,,Pending Review,,4200000.0,10002,94621,7094,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,Call,4500000.0,4500000.0,,,No Call Required,,4500000.0,11754,92788,7829,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,1800000.0,1800000.0,,,Pending Review,,1800000.0,10001,90633,7335,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,2000000.0,2000000.0,,,No Call Required,,2000000.0,11056,98351,7915,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,600000.0,600000.0,,,Pending Review,,600000.0,11804,93095,7779,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,200000.0,200000.0,,,Pending Review,,200000.0,10992,96372,7411,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,100000.0,ITM No Calls,1800000.0,1800000.0,,,Pending Review,,1800000.0,11625,99806,7596,,Net,USD,,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,3700000.0,3700000.0,,,No Call Required,,3700000.0,10553,90232,7321,,Net,USD,,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,1800000.0,1800000.0,,,Pending Review,,1800000.0,11593,94629,7618,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,4900000.0,4900000.0,,,Pending Review,,4900000.0,10236,98537,7039,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Call,700000.0,700000.0,,,Pending Review,,700000.0,11678,92843,7542,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,4900000.0,4900000.0,,,Pending Review,,4900000.0,11912,90592,7263,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,3500000.0,3500000.0,,,No Call Required,,3500000.0,11804,98514,7601,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,ITM No Calls,0.0,0.0,,,No Call Required,,0.0,10627,92646,7053,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,2700000.0,2700000.0,,,Pending Review,,2700000.0,11205,98628,7690,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,400000.0,400000.0,,,Pending Review,,400000.0,11593,92069,7110,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,3500000.0,3500000.0,,,No Call Required,,3500000.0,11935,98682,7830,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,3100000.0,3100000.0,,,Pending Review,,3100000.0,11728,94173,7791,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Recall,3000000.0,3000000.0,,,Pending Review,,3000000.0,10390,94341,7757,,Net,USD,,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,Recall,1500000.0,1500000.0,,,No Call Required,,1500000.0,10214,97784,7983,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,2800000.0,2800000.0,,,No Call Required,,2800000.0,11901,95077,7623,,Net,USD,,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Call,3400000.0,3400000.0,,,No Call Required,,3400000.0,10632,96499,7424,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,3500000.0,3500000.0,,,Pending Review,,3500000.0,11514,95064,7054,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Recall,2700000.0,2700000.0,,,No Call Required,,2700000.0,10280,92497,7036,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Call,900000.0,900000.0,,,Pending Review,,900000.0,10424,95775,7122,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,1000000.0,1000000.0,,,Pending Review,,1000000.0,11326,97700,7854,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Call,2500000.0,2500000.0,,,Pending Review,,2500000.0,10586,97379,7337,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Call,4100000.0,4100000.0,,,Pending Review,,4100000.0,10212,98886,7008,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,800000.0,800000.0,,,Pending Review,,800000.0,11603,91790,7791,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,300000.0,300000.0,,,No Call Required,,300000.0,11148,94577,7761,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,Call,4100000.0,4100000.0,,,Pending Review,,4100000.0,11320,95759,7631,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,ITM No Calls,800000.0,800000.0,,,Pending Review,,800000.0,11873,91653,7294,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Recall,4900000.0,4900000.0,,,No Call Required,,4900000.0,11851,93752,7323,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Call,600000.0,600000.0,,,No Call Required,,600000.0,10778,90642,7631,,Net,USD,,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Call,2900000.0,2900000.0,,,Pending Review,,2900000.0,11150,93820,7277,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,3800000.0,3800000.0,,,Pending Review,,3800000.0,11444,93354,7784,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,2900000.0,2900000.0,,,No Call Required,,2900000.0,11979,91900,7637,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,500000.0,500000.0,,,No Call Required,,500000.0,11956,97417,7017,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,Call,3000000.0,3000000.0,,,No Call Required,,3000000.0,11485,94638,7059,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Call,3100000.0,3100000.0,,,No Call Required,,3100000.0,10928,90425,7354,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,1900000.0,1900000.0,,,Pending Review,,1900000.0,11378,96260,7132,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Recall,2900000.0,2900000.0,,,No Call Required,,2900000.0,11132,93481,7173,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,1000000.0,1000000.0,,,Pending Review,,1000000.0,10094,97101,7931,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,Call,1900000.0,1900000.0,,,No Call Required,,1900000.0,11901,97766,7048,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,2500000.0,2500000.0,,,No Call Required,,2500000.0,11766,93815,7408,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Call,1400000.0,1400000.0,,,Pending Review,,1400000.0,10817,97120,7064,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,2100000.0,2100000.0,,,Pending Review,,2100000.0,11453,99087,7294,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,4500000.0,4500000.0,,,Pending Review,,4500000.0,10934,91739,7484,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,4800000.0,4800000.0,,,Pending Review,,4800000.0,11209,93024,7009,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,900000.0,900000.0,,,Pending Review,,900000.0,10395,90018,7927,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,ITM No Calls,4300000.0,4300000.0,,,Pending Review,,4300000.0,11371,92152,7913,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,ITM No Calls,4600000.0,4600000.0,,,No Call Required,,4600000.0,11133,97726,7696,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,2400000.0,2400000.0,,,No Call Required,,2400000.0,11544,97101,7761,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,Call,900000.0,900000.0,,,No Call Required,,900000.0,10522,94646,7333,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Call,2000000.0,2000000.0,,,Pending Review,,2000000.0,11698,95377,7509,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,3200000.0,3200000.0,,,No Call Required,,3200000.0,10226,97829,7472,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,500000.0,Recall,3300000.0,3300000.0,,,No Call Required,,3300000.0,11363,95479,7683,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,1400000.0,1400000.0,,,Pending Review,,1400000.0,10685,95456,7359,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,Recall,2000000.0,2000000.0,,,No Call Required,,2000000.0,11400,93946,7929,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,Recall,1700000.0,1700000.0,,,No Call Required,,1700000.0,10242,99968,7540,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Call,2700000.0,2700000.0,,,Pending Review,,2700000.0,10526,97384,7712,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,300000.0,300000.0,,,Pending Review,,300000.0,11247,93102,7718,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,1900000.0,1900000.0,,,No Call Required,,1900000.0,10884,92582,7922,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,700000.0,700000.0,,,No Call Required,,700000.0,11832,99571,7512,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,400000.0,ITM No Calls,1800000.0,1800000.0,,,Pending Review,,1800000.0,10831,91930,7485,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,Recall,2800000.0,2800000.0,,,No Call Required,,2800000.0,10109,98813,7165,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,1500000.0,1500000.0,,,No Call Required,,1500000.0,10464,92146,7554,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,100000.0,Call,1100000.0,1100000.0,,,No Call Required,,1100000.0,11240,97685,7641,,Net,USD,,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,3200000.0,3200000.0,,,Pending Review,,3200000.0,11883,98858,7019,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,ITM No Calls,3000000.0,3000000.0,,,Pending Review,,3000000.0,11535,98975,7888,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,1600000.0,1600000.0,,,No Call Required,,1600000.0,10109,92275,7821,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Recall,1300000.0,1300000.0,,,Pending Review,,1300000.0,10000,90054,7627,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Call,2200000.0,2200000.0,,,Pending Review,,2200000.0,11186,99780,7220,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,3900000.0,3900000.0,,,No Call Required,,3900000.0,11365,91609,7848,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,4300000.0,4300000.0,,,Pending Review,,4300000.0,10749,90525,7065,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Call,1100000.0,1100000.0,,,No Call Required,,1100000.0,10577,94310,7626,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,ITM No Calls,3900000.0,3900000.0,,,No Call Required,,3900000.0,10005,97745,7365,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,ITM No Calls,3500000.0,3500000.0,,,No Call Required,,3500000.0,10883,94962,7103,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,1000000.0,1000000.0,,,Pending Review,,1000000.0,11003,94188,7996,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,100000.0,ITM No Calls,4700000.0,4700000.0,,,Pending Review,,4700000.0,10398,96449,7276,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,ITM No Calls,1000000.0,1000000.0,,,No Call Required,,1000000.0,11036,99757,7220,,Net,USD,,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,0.0,Call,4900000.0,4900000.0,,,Pending Review,,4900000.0,10903,95838,7436,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,ITM No Calls,300000.0,300000.0,,,Pending Review,,300000.0,10845,90261,7463,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,1700000.0,1700000.0,,,No Call Required,,1700000.0,11710,97685,7367,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,2500000.0,2500000.0,,,No Call Required,,2500000.0,10826,93563,7337,,Net,USD,,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,Recall,3900000.0,3900000.0,,,Pending Review,,3900000.0,10081,99161,7088,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,4700000.0,4700000.0,,,Pending Review,,4700000.0,10564,94986,7438,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Call,1000000.0,1000000.0,,,Pending Review,,1000000.0,10841,99991,7478,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,ITM No Calls,3800000.0,3800000.0,,,Pending Review,,3800000.0,11673,97097,7410,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,500000.0,Call,2500000.0,2500000.0,,,No Call Required,,2500000.0,10042,95191,7572,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,200000.0,200000.0,,,Pending Review,,200000.0,10221,90314,7965,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,4700000.0,4700000.0,,,Pending Review,,4700000.0,11115,94474,7500,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,4400000.0,4400000.0,,,Pending Review,,4400000.0,10177,94764,7964,,Net,USD,,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,1100000.0,1100000.0,,,No Call Required,,1100000.0,11048,92532,7538,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,-200000.0,ITM No Calls,2700000.0,2700000.0,,,No Call Required,,2700000.0,10386,95679,7687,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,2100000.0,2100000.0,,,No Call Required,,2100000.0,11946,97695,7961,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Call,2300000.0,2300000.0,,,Pending Review,,2300000.0,10512,90163,7770,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,300000.0,Recall,900000.0,900000.0,,,Pending Review,,900000.0,11503,92408,7886,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,0.0,Call,3100000.0,3100000.0,,,No Call Required,,3100000.0,10648,91140,7669,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,Recall,600000.0,600000.0,,,No Call Required,,600000.0,11513,99883,7523,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,250000.0,10000.0,10000.0,-100000.0,Recall,700000.0,700000.0,,,No Call Required,,700000.0,11522,98185,7745,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,Call,600000.0,600000.0,,,No Call Required,,600000.0,11227,95730,7756,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Recall,1800000.0,1800000.0,,,No Call Required,,1800000.0,11103,95418,7201,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,-100000.0,ITM No Calls,4100000.0,4100000.0,,,No Call Required,,4100000.0,11447,96011,7779,,Net,USD,0.0,,2026-06-24
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,ITM No Calls,2900000.0,2900000.0,,,No Call Required,,2900000.0,11598,95886,7832,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,200000.0,Call,1200000.0,1200000.0,,,Pending Review,,1200000.0,10417,94773,7042,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Call,4700000.0,4700000.0,,,No Call Required,,4700000.0,10469,94802,7470,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,ITM No Calls,300000.0,300000.0,,,No Call Required,,300000.0,11076,91561,7457,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Call,3800000.0,3800000.0,,,No Call Required,,3800000.0,11097,96500,7043,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,400000.0,Recall,2100000.0,2100000.0,,,Pending Review,,2100000.0,11966,90728,7622,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,500000.0,Recall,3500000.0,3500000.0,,,No Call Required,,3500000.0,10855,93325,7005,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,0.0,10000.0,10000.0,0.0,Call,2800000.0,2800000.0,,,Pending Review,,2800000.0,10822,91729,7605,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,0.0,10000.0,10000.0,-100000.0,Recall,2300000.0,2300000.0,,,Pending Review,,2300000.0,11944,96830,7369,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,Call,700000.0,700000.0,,,No Call Required,,700000.0,11763,97907,7416,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,1100000.0,1100000.0,,,No Call Required,,1100000.0,11783,94113,7374,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,-200000.0,Recall,700000.0,700000.0,,,Pending Review,,700000.0,10314,91299,7959,,Net,USD,0.0,,2026-06-03
0.0,0.0,0.0,0.0,10000.0,10000.0,100000.0,Recall,4300000.0,4300000.0,,,Pending Review,,4300000.0,10075,95341,7929,,Net,USD,0.0,,2026-06-17
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,5000000.0,5000000.0,,,No Call Required,,5000000.0,11537,97647,7932,,Net,USD,0.0,,2026-07-01
0.0,250000.0,0.0,250000.0,10000.0,10000.0,400000.0,Call,4400000.0,4400000.0,,,Pending Review,,4400000.0,10295,91784,7840,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,800000.0,800000.0,,,Pending Review,,800000.0,11346,90156,7962,,Net,USD,0.0,,2026-07-01
0.0,0.0,0.0,0.0,10000.0,10000.0,200000.0,ITM No Calls,100000.0,100000.0,,,Pending Review,,100000.0,10190,93774,7080,,Net,USD,0.0,,2026-06-10
0.0,250000.0,0.0,0.0,10000.0,10000.0,200000.0,Recall,1300000.0,1300000.0,,,No Call Required,,1300000.0,11589,92631,7471,,Net,USD,0.0,,2026-06-24
0.0,0.0,0.0,250000.0,10000.0,10000.0,400000.0,ITM No Calls,1300000.0,1300000.0,,,No Call Required,,1300000.0,11171,93010,7144,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,500000.0,ITM No Calls,4000000.0,4000000.0,,,Pending Review,,4000000.0,10814,97361,7157,,Net,USD,,,2026-06-17
0.0,250000.0,0.0,250000.0,10000.0,10000.0,-200000.0,ITM No Calls,4600000.0,4600000.0,,,No Call Required,,4600000.0,10379,94602,7390,,Net,USD,0.0,,2026-06-17
0.0,250000.0,0.0,0.0,10000.0,10000.0,300000.0,ITM No Calls,4500000.0,4500000.0,,,No Call Required,,4500000.0,11689,98290,7864,,Net,USD,0.0,,2026-06-10
0.0,0.0,0.0,250000.0,10000.0,10000.0,300000.0,Recall,1400000.0,1400000.0,,,No Call Required,,1400000.0,10509,90097,7648,,Net,USD,0.0,,2026-06-03
0.0,250000.0,0.0,250000.0,10000.0,10000.0,300000.0,Call,4000000.0,4000000.0,,,No Call Required,,4000000.0,10574,97322,7033,,Net,USD,0.0,,2026-06-10
