parent_id,petrid,org_lei,parent_lei,parent_name,internal_rating,internal_flag,rescued_data,reporting_date
IJCD,600479,5493003923553203,5493001597397245,SYNTH FUND IJCD,1A,N,,2026-06-03
BQTT,600480,5493034593175704,5493093589255623,SYNTH FUND BQTT,1B,Y,,2026-06-03
FOBX,600481,5493009082924428,5493026388907917,SYNTH FUND FOBX,,N,,2026-06-03
BSTA,600482,5493055052331588,5493050863487627,SYNTH FUND BSTA,2A,Y,,2026-06-03
MHXI,600483,5493046561219585,5493055821202741,SYNTH FUND MHXI,3A,Y,,2026-06-03
RSFE,600484,5493060834532461,5493025888860629,SYNTH FUND RSFE,3A,Y,,2026-06-03
ZQJV,600485,5493030861556085,5493007405129470,SYNTH FUND ZQJV,,Y,,2026-06-03
LNRX,600486,5493054090329867,5493079446765540,SYNTH FUND LNRX,2A,Y,,2026-06-03
ILRI,600487,5493050476350522,5493067709769197,SYNTH FUND ILRI,2B,N,,2026-06-03
TJPA,600488,5493021719807184,,SYNTH FUND TJPA,,N,,2026-06-03
VPZA,600489,5493013739156999,,SYNTH FUND VPZA,1B,Y,,2026-06-03
XXSS,600490,5493068185434323,,SYNTH FUND XXSS,3A,Y,,2026-06-03
SZAQ,600491,5493094836952414,5493033939492411,SYNTH FUND SZAQ,2A,Y,,2026-06-03
FHHR,600492,5493095061358134,5493051540977543,SYNTH FUND FHHR,2B,Y,,2026-06-03
YYKG,600493,,5493079395044317,SYNTH FUND YYKG,1A,Y,,2026-06-03
MDXK,600494,5493085332341325,,SYNTH FUND MDXK,,N,,2026-06-03
BZFC,600495,5493024512818862,5493016541601621,SYNTH FUND BZFC,1B,N,,2026-06-03
EGPW,600496,5493050991081138,5493078256337888,SYNTH FUND EGPW,1B,N,,2026-06-03
MCXU,600497,5493033462724867,5493014692175730,SYNTH FUND MCXU,1B,N,,2026-06-03
YYGE,600498,5493016998370829,5493065631093552,SYNTH FUND YYGE,2B,Y,,2026-06-03
DFYT,600499,5493077659590449,5493062770438324,SYNTH FUND DFYT,1B,Y,,2026-06-03
IAXT,600500,5493075346550886,,SYNTH FUND IAXT,1B,N,,2026-06-03
BNPD,600501,5493051498090499,5493027334833371,SYNTH FUND BNPD,2A,N,,2026-06-03
IDLZ,600502,5493077960167156,,SYNTH FUND IDLZ,2B,Y,,2026-06-03
OLJV,600503,5493018544658082,5493050620918997,SYNTH FUND OLJV,3A,N,,2026-06-03
QXLX,600504,,5493017773586350,SYNTH FUND QXLX,2B,Y,,2026-06-03
WPST,600505,5493063158057734,5493013815192946,SYNTH FUND WPST,2A,N,,2026-06-03
HISI,600506,5493048409320979,5493034979697803,SYNTH FUND HISI,2B,Y,,2026-06-03
PQWJ,600507,5493074822377824,5493066813987649,SYNTH FUND PQWJ,1A,N,,2026-06-03
KOJO,600508,5493018983550585,,SYNTH FUND KOJO,1B,N,,2026-06-03
XYDB,600509,5493096431422623,5493077069581080,SYNTH FUND XYDB,,N,,2026-06-03
UNIN,600510,5493075890260807,5493095672532922,SYNTH FUND UNIN,1A,Y,,2026-06-03
HQPR,600511,,5493089520432053,SYNTH FUND HQPR,1B,N,,2026-06-03
ZEEJ,600512,5493051807953741,5493042716756119,SYNTH FUND ZEEJ,2A,Y,,2026-06-03
JAMR,600513,5493006910905027,5493076953270597,SYNTH FUND JAMR,2B,Y,,2026-06-03
ZGLV,600514,5493012998427962,5493084508703890,SYNTH FUND ZGLV,1A,N,,2026-06-03
QKBE,600515,5493071573130441,5493057264037698,SYNTH FUND QKBE,1A,Y,,2026-06-03
HYNA,600516,5493024183556555,5493024686817014,SYNTH FUND HYNA,1B,N,,2026-06-03
DHRI,600517,5493059003816376,5493007982586688,SYNTH FUND DHRI,1B,Y,,2026-06-03
IJJT,600518,5493018867406011,5493019566174084,SYNTH FUND IJJT,1B,Y,,2026-06-03
YAPG,600519,5493051627310131,5493011226213584,SYNTH FUND YAPG,1A,Y,,2026-06-03
ATTK,600520,,5493030417069511,SYNTH FUND ATTK,,Y,,2026-06-03
GFTI,600521,5493033552064152,5493081012943369,SYNTH FUND GFTI,2A,N,,2026-06-03
SMHR,600522,5493084819244299,5493097279886245,SYNTH FUND SMHR,2A,N,,2026-06-03
VWGR,600523,5493028746596629,5493075325201105,SYNTH FUND VWGR,2A,Y,,2026-06-03
ZDRE,600524,5493046097580400,5493043251364587,SYNTH FUND ZDRE,1B,N,,2026-06-03
ODED,600525,5493062607565095,5493074808136586,SYNTH FUND ODED,,N,,2026-06-03
FXPO,600526,5493086733715528,5493015362983621,SYNTH FUND FXPO,2A,N,,2026-06-03
CXAH,600527,5493018672526662,5493053291279276,SYNTH FUND CXAH,3A,N,,2026-06-03
GBUT,600528,5493028000451124,5493041157032818,SYNTH FUND GBUT,,Y,,2026-06-03
KFCS,600529,5493000151469642,5493011626591131,SYNTH FUND KFCS,,Y,,2026-06-03
ZRUT,600530,5493010047596595,5493043890075245,SYNTH FUND ZRUT,1A,N,,2026-06-03
KFSX,600531,5493042062005487,5493049357358396,SYNTH FUND KFSX,1B,N,,2026-06-03
QKIH,600532,5493062091527735,5493084118341145,SYNTH FUND QKIH,,Y,,2026-06-03
AGHV,600533,5493002846510704,,SYNTH FUND AGHV,1A,N,,2026-06-03
EVMK,600534,5493084698961679,5493055434860986,SYNTH FUND EVMK,,N,,2026-06-03
RHZP,600535,5493089393021620,5493035503717500,SYNTH FUND RHZP,1B,Y,,2026-06-03
TLUX,600536,5493097708455307,5493055122428258,SYNTH FUND TLUX,,N,,2026-06-03
JYIA,600537,5493061534606531,5493091662427019,SYNTH FUND JYIA,,Y,,2026-06-03
OIBV,600538,5493043812434650,5493019748496733,SYNTH FUND OIBV,2A,Y,,2026-06-03
FDXU,600539,5493080363241373,5493044424005222,SYNTH FUND FDXU,,Y,,2026-06-03
MCMM,600540,5493095533744561,5493033614701769,SYNTH FUND MCMM,1B,N,,2026-06-03
WCCH,600541,5493092370004905,5493059133102620,SYNTH FUND WCCH,2A,N,,2026-06-03
BMLD,600542,5493018560698018,5493093233630926,SYNTH FUND BMLD,1A,N,,2026-06-03
ICCW,600543,5493092037371841,5493043243506549,SYNTH FUND ICCW,1B,N,,2026-06-03
UISS,600544,5493089684953484,5493013489922679,SYNTH FUND UISS,1A,N,,2026-06-03
LJND,600545,5493098822025466,5493006108676562,SYNTH FUND LJND,1A,N,,2026-06-03
CTMR,600546,5493020882034958,5493095752637495,SYNTH FUND CTMR,2A,Y,,2026-06-03
AOCZ,600547,5493073840693818,5493079173493482,SYNTH FUND AOCZ,1A,Y,,2026-06-03
HNGL,600548,5493070207568352,5493038843195670,SYNTH FUND HNGL,1B,Y,,2026-06-03
CHOY,600549,5493030153170119,5493091920792319,SYNTH FUND CHOY,2A,N,,2026-06-03
YWUT,600550,5493088031657763,5493088667056879,SYNTH FUND YWUT,2B,Y,,2026-06-03
VDZU,600551,5493098894861223,5493081942984127,SYNTH FUND VDZU,3A,Y,,2026-06-03
WLAJ,600552,5493016374432152,5493095274876694,SYNTH FUND WLAJ,2A,Y,,2026-06-03
WAFV,600553,5493000321792010,5493025814537594,SYNTH FUND WAFV,2B,Y,,2026-06-03
IHHL,600554,5493013955975713,5493078836751198,SYNTH FUND IHHL,3A,N,,2026-06-03
XBST,600555,5493009749220654,5493074850515582,SYNTH FUND XBST,2B,Y,,2026-06-03
QTJF,600556,5493071683613093,5493068722657080,SYNTH FUND QTJF,1A,Y,,2026-06-03
KYCY,600557,5493083815726007,5493099561229137,SYNTH FUND KYCY,2A,N,,2026-06-03
GTCE,600558,5493045807360142,5493013991188848,SYNTH FUND GTCE,1A,N,,2026-06-03
CYFX,600559,5493018403033185,5493052521136054,SYNTH FUND CYFX,2B,N,,2026-06-03
VFZE,600560,5493017969748461,,SYNTH FUND VFZE,1A,N,,2026-06-03
IQIR,600561,5493098832260202,5493047098214518,SYNTH FUND IQIR,2A,Y,,2026-06-03
DNNK,600562,5493014968898839,5493019626846699,SYNTH FUND DNNK,,Y,,2026-06-03
QLIC,600563,,5493061119574465,SYNTH FUND QLIC,2A,N,,2026-06-03
BUDZ,600564,5493042043929356,5493093818014285,SYNTH FUND BUDZ,1A,N,,2026-06-03
FNSA,600565,5493094950717348,5493087618621260,SYNTH FUND FNSA,,N,,2026-06-03
HNJT,600566,5493089672310325,5493043242733120,SYNTH FUND HNJT,3A,N,,2026-06-03
IKUE,600567,5493029233832612,5493002586339415,SYNTH FUND IKUE,2B,N,,2026-06-03
PQXY,600568,5493062113984360,5493043265632005,SYNTH FUND PQXY,2A,N,,2026-06-03
EVJF,600569,5493049536386301,5493017260348085,SYNTH FUND EVJF,2A,Y,,2026-06-03
HHZJ,600570,5493022478659912,5493027027709550,SYNTH FUND HHZJ,2A,N,,2026-06-03
JWGR,600571,5493099786590525,5493008175851049,SYNTH FUND JWGR,2A,Y,,2026-06-03
UCFJ,600572,,5493028702570762,SYNTH FUND UCFJ,2B,N,,2026-06-03
QXLI,600573,5493020372331202,5493098738780334,SYNTH FUND QXLI,1A,Y,,2026-06-03
WDLY,600574,5493041328378056,5493079218758434,SYNTH FUND WDLY,1B,N,,2026-06-03
IQSA,600575,5493043059961290,5493015334306883,SYNTH FUND IQSA,3A,Y,,2026-06-03
SXZD,600576,,5493096113336867,SYNTH FUND SXZD,,N,,2026-06-03
CBRP,600577,5493095986946613,5493087644791943,SYNTH FUND CBRP,,N,,2026-06-03
BBST,600578,5493080671585551,5493096131264050,SYNTH FUND BBST,2B,Y,,2026-06-03
VWAS,600579,5493032664915854,5493094279306346,SYNTH FUND VWAS,,Y,,2026-06-03
SDBW,600580,5493076285686042,5493096741334160,SYNTH FUND SDBW,3A,Y,,2026-06-03
LASU,600581,5493026743117297,5493009381972656,SYNTH FUND LASU,2B,N,,2026-06-03
LZZR,600582,5493092811322494,5493094295787131,SYNTH FUND LZZR,2A,N,,2026-06-03
EOVF,600583,5493081076615434,5493002358659990,SYNTH FUND EOVF,1A,Y,,2026-06-03
YTYB,600584,5493072334551777,5493012086652833,SYNTH FUND YTYB,1B,N,,2026-06-03
LESV,600585,5493049040766888,5493008532909215,SYNTH FUND LESV,,N,,2026-06-03
TNEQ,600586,5493077576142737,5493041243957620,SYNTH FUND TNEQ,,Y,,2026-06-03
MYIK,600587,5493087192096230,5493016811699651,SYNTH FUND MYIK,1B,N,,2026-06-03
CYPI,600588,5493012532206116,5493092784154349,SYNTH FUND CYPI,2B,N,,2026-06-03
WUFK,600589,,5493028286666191,SYNTH FUND WUFK,2A,N,,2026-06-03
BCCU,600101,549300XXHOD8SXSZKY72,549300XXHOD8SXSZKY72,CENTRAL 1 CREDIT UNION,1C,Y,,2026-06-10
INBL,600102,549300RH5FFHO48FXT69,549300RH5FFHO48FXT69,INVESTEC BANK LIMITED,2A,N,,2026-06-10
BANH,600103,B6ARUI4946ST4S7WOU88,B6ARUI4946ST4S7WOU88,BANCO HABITAT,2B,N,,2026-06-10
WH17,600104,,,WELLINGTON GLOBAL EQUITY FUND 28R5,3A,N,,2026-06-10
SWCD,600105,529900ZM2M8QF6PZDD34,529900ZM2M8QF6PZDD34,SWISS LIFE AG,1B,Y,,2026-06-10
BNSC,600106,L3I9ZG2KFGXZ61BMYR72,L3I9ZG2KFGXZ61BMYR72,BANK OF NOVA SCOTIA,1A,Y,,2026-06-10
DBFR,600107,7LTWFZYICNSX8D621K86,7LTWFZYICNSX8D621K86,DEUTSCHE BANK A.G.,2A,N,,2026-06-10
CITI,600108,E57ODZWZ7FF32TWEFA76,E57ODZWZ7FF32TWEFA76,CITIBANK NA,1B,N,,2026-06-10
MSIL,600109,4PQUHN3JPFGFNF3BB653,4PQUHN3JPFGFNF3BB653,MORGAN STANLEY INTL,2A,N,,2026-06-10
BIMC,600110,,,BIMCOR INC,3B,N,,2026-06-10
TJPC,600200,5493072661984031,5493088947689303,SYNTH FUND TJPC,3A,N,,2026-06-10
JRMS,600201,,5493052992958190,SYNTH FUND JRMS,3A,Y,,2026-06-10
DUVV,600202,5493012992728976,5493012350209633,SYNTH FUND DUVV,1B,Y,,2026-06-10
PCMY,600203,5493085232991639,,SYNTH FUND PCMY,1B,N,,2026-06-10
FAFC,600204,5493005347698109,5493037668750133,SYNTH FUND FAFC,1A,N,,2026-06-10
DREE,600205,5493025490331218,5493070197609995,SYNTH FUND DREE,2B,Y,,2026-06-10
LWFQ,600206,5493013061646056,5493023008796127,SYNTH FUND LWFQ,2B,N,,2026-06-10
SSRR,600207,5493063639605488,5493070236554076,SYNTH FUND SSRR,3A,Y,,2026-06-10
XKMN,600208,5493033556890536,,SYNTH FUND XKMN,,N,,2026-06-10
IHLM,600209,5493058858163590,5493061634972058,SYNTH FUND IHLM,3A,N,,2026-06-10
ACTP,600210,5493026860841696,5493099885444335,SYNTH FUND ACTP,3A,N,,2026-06-10
YUHN,600211,5493064515605927,5493042447979949,SYNTH FUND YUHN,2B,N,,2026-06-10
BKSS,600212,5493027613427924,5493083627388064,SYNTH FUND BKSS,3A,Y,,2026-06-10
CHPT,600213,5493067608266395,5493090447169245,SYNTH FUND CHPT,2A,Y,,2026-06-10
PKZD,600214,5493052904836349,5493090733440647,SYNTH FUND PKZD,,N,,2026-06-10
MVCM,600215,5493032616150302,5493013620260593,SYNTH FUND MVCM,3A,N,,2026-06-10
WLQW,600216,5493032970579555,5493033543168736,SYNTH FUND WLQW,1B,N,,2026-06-10
LGFL,600217,5493069665675969,5493003694751444,SYNTH FUND LGFL,,N,,2026-06-10
HLPD,600218,5493005016597014,5493007128904469,SYNTH FUND HLPD,,Y,,2026-06-10
FZUE,600219,5493008794725758,5493021230964410,SYNTH FUND FZUE,2B,N,,2026-06-10
CFUM,600220,5493065412430789,5493030032231103,SYNTH FUND CFUM,2A,N,,2026-06-10
AZCV,600221,5493031108180939,,SYNTH FUND AZCV,3A,Y,,2026-06-10
AOTO,600222,5493062084999220,5493085212736519,SYNTH FUND AOTO,3A,N,,2026-06-10
LVZC,600223,5493025390332508,5493034229013157,SYNTH FUND LVZC,2B,N,,2026-06-10
JKKC,600224,5493014983741505,5493054283909033,SYNTH FUND JKKC,1B,N,,2026-06-10
ZZEP,600225,5493013685694006,5493071742965610,SYNTH FUND ZZEP,1A,N,,2026-06-10
VDMI,600226,,,SYNTH FUND VDMI,,N,,2026-06-10
XBQK,600227,5493098466190569,5493010252846753,SYNTH FUND XBQK,1B,N,,2026-06-10
JJTV,600228,5493039572096957,5493020797378701,SYNTH FUND JJTV,1A,Y,,2026-06-10
NZFN,600229,5493040356161148,5493089340475499,SYNTH FUND NZFN,3A,Y,,2026-06-10
LJFK,600230,5493064247159984,5493015690417406,SYNTH FUND LJFK,2A,Y,,2026-06-10
TNTB,600231,5493010033690966,5493019206300668,SYNTH FUND TNTB,1A,Y,,2026-06-10
RQLO,600232,5493095705638176,5493027325859004,SYNTH FUND RQLO,2B,N,,2026-06-10
HQRI,600233,5493071606978077,5493017692286054,SYNTH FUND HQRI,3A,N,,2026-06-10
XRCQ,600234,5493007126674835,5493018062036973,SYNTH FUND XRCQ,2A,Y,,2026-06-10
DSOZ,600235,5493007949566952,5493068259960044,SYNTH FUND DSOZ,1A,Y,,2026-06-10
ZHYS,600236,5493049003011739,5493017514149139,SYNTH FUND ZHYS,2A,Y,,2026-06-10
KPMM,600237,5493046490453777,5493011538857764,SYNTH FUND KPMM,1B,N,,2026-06-10
UDNS,600238,5493025263303047,5493061265777054,SYNTH FUND UDNS,,Y,,2026-06-10
LJVM,600239,5493062882223189,5493032646751918,SYNTH FUND LJVM,3A,N,,2026-06-10
HBBK,600240,5493046047867842,5493090840198863,SYNTH FUND HBBK,1A,Y,,2026-06-10
TSWR,600241,5493069288038300,5493029920882930,SYNTH FUND TSWR,3A,Y,,2026-06-10
BCAN,600242,,5493071925323554,SYNTH FUND BCAN,2A,Y,,2026-06-10
ZFJD,600243,5493022136549263,5493029053161627,SYNTH FUND ZFJD,1A,N,,2026-06-10
EWVN,600244,5493059286994588,5493082830377939,SYNTH FUND EWVN,,N,,2026-06-10
EROX,600245,5493074066979002,5493059786832362,SYNTH FUND EROX,,N,,2026-06-10
WTXH,600246,5493083926744374,5493007618498785,SYNTH FUND WTXH,3A,N,,2026-06-10
RDMT,600247,,5493001401481537,SYNTH FUND RDMT,2B,N,,2026-06-10
RKMC,600248,,5493023670927591,SYNTH FUND RKMC,1B,Y,,2026-06-10
BKAX,600249,5493053068184675,5493009413769324,SYNTH FUND BKAX,2A,N,,2026-06-10
JQQV,600250,5493006071724961,5493007119133521,SYNTH FUND JQQV,1A,N,,2026-06-10
GLMU,600251,5493040148118985,5493090042610529,SYNTH FUND GLMU,,Y,,2026-06-10
PWIG,600252,5493077777396430,,SYNTH FUND PWIG,2B,Y,,2026-06-10
OBKI,600253,5493072573837692,5493022124905667,SYNTH FUND OBKI,2B,Y,,2026-06-10
YJMX,600254,5493078647034155,5493026584867196,SYNTH FUND YJMX,2A,Y,,2026-06-10
GANT,600255,5493079336421018,5493076617133640,SYNTH FUND GANT,2A,Y,,2026-06-10
ZZVH,600256,5493078018465220,5493070087709102,SYNTH FUND ZZVH,1A,N,,2026-06-10
DYHV,600257,5493082622450432,5493015212652925,SYNTH FUND DYHV,1A,N,,2026-06-10
MKGE,600258,,5493062139081071,SYNTH FUND MKGE,3A,N,,2026-06-10
USKQ,600259,,5493043716191798,SYNTH FUND USKQ,1B,N,,2026-06-10
BLOZ,600260,5493034662745681,5493032017458605,SYNTH FUND BLOZ,,Y,,2026-06-10
DPOO,600261,5493040663828269,5493081285518876,SYNTH FUND DPOO,3A,N,,2026-06-10
YAOT,600262,,5493099854102709,SYNTH FUND YAOT,2B,Y,,2026-06-10
UCBB,600263,5493006400506338,5493078867963857,SYNTH FUND UCBB,3A,N,,2026-06-10
BKBW,600264,5493016017187183,5493084453632900,SYNTH FUND BKBW,3A,N,,2026-06-10
XRTZ,600265,5493036156918719,5493091767065585,SYNTH FUND XRTZ,,Y,,2026-06-10
HNJT,600266,,5493042897530704,SYNTH FUND HNJT,1B,N,,2026-06-10
SVZV,600267,5493052561274773,5493064470174268,SYNTH FUND SVZV,3A,N,,2026-06-10
LVQL,600268,5493016764732301,5493053871261250,SYNTH FUND LVQL,1B,N,,2026-06-10
RGBU,600269,5493059925328429,5493016435694256,SYNTH FUND RGBU,3A,N,,2026-06-10
YERT,600270,5493065617130548,,SYNTH FUND YERT,3A,Y,,2026-06-10
QLLW,600271,5493030937882273,5493046069095678,SYNTH FUND QLLW,,N,,2026-06-10
CGRX,600272,5493087506346036,5493018776488977,SYNTH FUND CGRX,2A,N,,2026-06-10
LQAR,600273,5493084464947222,5493095000012437,SYNTH FUND LQAR,1A,Y,,2026-06-10
IYKN,600274,5493068343532809,5493011613782178,SYNTH FUND IYKN,1B,N,,2026-06-10
MYDI,600275,5493027281686504,5493047654854429,SYNTH FUND MYDI,2A,Y,,2026-06-10
CGON,600276,5493079545522603,5493031573811990,SYNTH FUND CGON,1A,Y,,2026-06-10
VAUZ,600277,5493017956852686,5493048059253076,SYNTH FUND VAUZ,1B,N,,2026-06-10
UADD,600278,5493015136534483,5493044996598276,SYNTH FUND UADD,1A,N,,2026-06-10
VBAN,600279,5493087680707556,5493058185685354,SYNTH FUND VBAN,,N,,2026-06-10
KCVP,600280,5493019115709257,5493067266219295,SYNTH FUND KCVP,1A,N,,2026-06-10
CCQC,600281,5493021718976924,5493044414380282,SYNTH FUND CCQC,2B,Y,,2026-06-10
CYWR,600282,5493080568147425,5493051406004024,SYNTH FUND CYWR,3A,N,,2026-06-10
KTJY,600283,5493064334572341,5493012550411516,SYNTH FUND KTJY,1B,N,,2026-06-10
IQIN,600284,5493071468464294,5493071064043190,SYNTH FUND IQIN,2B,Y,,2026-06-10
OOWQ,600285,5493071311918723,5493069944060021,SYNTH FUND OOWQ,2B,N,,2026-06-10
MGNZ,600286,5493048454004313,5493021981473763,SYNTH FUND MGNZ,1A,Y,,2026-06-10
EGSM,600287,5493091788082110,5493062820166075,SYNTH FUND EGSM,,N,,2026-06-10
JRQY,600288,5493091316507652,5493042524908374,SYNTH FUND JRQY,1B,N,,2026-06-10
MVIY,600289,5493004997454361,5493096252648044,SYNTH FUND MVIY,1B,N,,2026-06-10
OQTY,600290,,5493037595897155,SYNTH FUND OQTY,2A,N,,2026-06-10
ULZP,600291,5493009086315968,5493004137090736,SYNTH FUND ULZP,1B,Y,,2026-06-10
IHPJ,600292,5493092737072298,5493054548957917,SYNTH FUND IHPJ,,Y,,2026-06-10
DALD,600293,5493059249538882,5493029214242687,SYNTH FUND DALD,2B,N,,2026-06-10
WJMU,600294,5493046583609690,5493003555248921,SYNTH FUND WJMU,,N,,2026-06-10
TUCL,600295,5493086977390088,5493095340421664,SYNTH FUND TUCL,3A,N,,2026-06-10
XDCF,600296,,5493099793054546,SYNTH FUND XDCF,3A,Y,,2026-06-10
KKWE,600297,5493036082855725,5493041444118962,SYNTH FUND KKWE,2B,Y,,2026-06-10
CMQI,600298,5493017219145329,5493056395997090,SYNTH FUND CMQI,1B,Y,,2026-06-10
QYJK,600299,5493046310559940,,SYNTH FUND QYJK,3A,N,,2026-06-10
THNS,600300,5493022770317611,5493007387508680,SYNTH FUND THNS,2A,Y,,2026-06-10
NKAJ,600301,5493040726778521,5493034349960704,SYNTH FUND NKAJ,2A,Y,,2026-06-10
NHLG,600302,5493043995005238,5493064492779071,SYNTH FUND NHLG,,Y,,2026-06-10
FVVD,600303,5493021388560549,5493053345237944,SYNTH FUND FVVD,,N,,2026-06-10
SISF,600304,5493010131673761,5493080684519808,SYNTH FUND SISF,1B,Y,,2026-06-10
HAOG,600305,5493096110651236,5493073568122457,SYNTH FUND HAOG,1A,N,,2026-06-10
LQAM,600306,,5493021753025534,SYNTH FUND LQAM,3A,Y,,2026-06-10
LEKL,600307,5493072553691142,5493044299860439,SYNTH FUND LEKL,2A,Y,,2026-06-10
HGKK,600308,5493081546758872,5493049227648122,SYNTH FUND HGKK,2A,N,,2026-06-10
PXIN,600309,5493019441002850,5493069632425113,SYNTH FUND PXIN,1B,Y,,2026-06-10
TKGE,600310,5493043537044232,5493025435646395,SYNTH FUND TKGE,1B,Y,,2026-06-10
AZNX,600311,5493031177709665,5493056809174628,SYNTH FUND AZNX,1A,N,,2026-06-10
MZJY,600312,5493023959263602,5493078415850966,SYNTH FUND MZJY,2A,N,,2026-06-10
XLYR,600313,5493054089414134,5493027629521704,SYNTH FUND XLYR,2B,Y,,2026-06-10
ZVHV,600314,5493050851992103,5493018549710649,SYNTH FUND ZVHV,3A,Y,,2026-06-10
RUUG,600315,5493059288811635,5493057054457913,SYNTH FUND RUUG,3A,N,,2026-06-10
SPZS,600316,5493023653747000,5493017779956145,SYNTH FUND SPZS,2A,N,,2026-06-10
AHRF,600317,5493040965896581,5493076414622549,SYNTH FUND AHRF,2A,Y,,2026-06-10
CDTM,600318,5493057747114977,5493057139158861,SYNTH FUND CDTM,2B,N,,2026-06-10
NIEW,600319,5493001688802152,5493056590926751,SYNTH FUND NIEW,2B,Y,,2026-06-10
RROR,600320,5493036506773224,5493074610269140,SYNTH FUND RROR,,N,,2026-06-10
VPJX,600321,5493001960477229,5493067589357165,SYNTH FUND VPJX,,Y,,2026-06-10
FDQC,600322,5493055691467595,5493002952012448,SYNTH FUND FDQC,1B,Y,,2026-06-10
JUHS,600323,5493071368726119,5493049716219291,SYNTH FUND JUHS,2B,N,,2026-06-10
TIGR,600324,5493098070346213,5493057623952994,SYNTH FUND TIGR,3A,N,,2026-06-10
ORIB,600325,5493097778162646,5493054662329997,SYNTH FUND ORIB,2B,Y,,2026-06-10
KQQL,600326,5493042407963526,5493068383520405,SYNTH FUND KQQL,1B,Y,,2026-06-10
SKGI,600327,,5493072366066099,SYNTH FUND SKGI,3A,Y,,2026-06-10
VVTR,600328,5493075708574885,5493068116415648,SYNTH FUND VVTR,1B,N,,2026-06-10
YBLT,600329,5493025584145636,5493078058764284,SYNTH FUND YBLT,2B,N,,2026-06-10
INMV,600330,5493005765955981,5493094997732601,SYNTH FUND INMV,,N,,2026-06-10
YWBC,600331,5493078286658810,5493025014290238,SYNTH FUND YWBC,1A,Y,,2026-06-10
VODI,600332,5493039897363975,5493093593759884,SYNTH FUND VODI,2A,N,,2026-06-10
BBNO,600333,5493083850212776,5493006413768241,SYNTH FUND BBNO,2B,Y,,2026-06-10
UZWC,600334,5493031951352251,,SYNTH FUND UZWC,,N,,2026-06-10
IYBA,600335,5493020056455253,5493003159219298,SYNTH FUND IYBA,2A,Y,,2026-06-10
JXHO,600336,5493051201978903,5493077239215127,SYNTH FUND JXHO,2A,Y,,2026-06-10
RFGU,600337,5493058521000008,5493081087588210,SYNTH FUND RFGU,1B,N,,2026-06-10
REQY,600338,5493090348347641,,SYNTH FUND REQY,2B,N,,2026-06-10
IKQE,600339,5493096846172101,5493009722552408,SYNTH FUND IKQE,3A,N,,2026-06-10
DXYK,600340,5493031479230367,5493019208367347,SYNTH FUND DXYK,1A,N,,2026-06-10
JYRC,600341,5493028783179242,5493027633925565,SYNTH FUND JYRC,2B,N,,2026-06-10
HRTR,600342,5493013916856501,5493005564596643,SYNTH FUND HRTR,2A,Y,,2026-06-10
HAWV,600343,5493099885454883,5493025934194240,SYNTH FUND HAWV,3A,N,,2026-06-10
UVBL,600344,5493015566558241,5493030480362829,SYNTH FUND UVBL,2A,N,,2026-06-10
FEBU,600345,5493059408911656,5493028975794836,SYNTH FUND FEBU,,Y,,2026-06-10
TVUV,600346,5493030046931343,5493092909006366,SYNTH FUND TVUV,2B,N,,2026-06-10
KSTR,600347,5493001100925018,5493011679050929,SYNTH FUND KSTR,3A,Y,,2026-06-10
ZVUZ,600348,5493049655335884,5493090173525909,SYNTH FUND ZVUZ,2A,N,,2026-06-10
PRSP,600349,5493070157911356,5493006388469046,SYNTH FUND PRSP,2A,Y,,2026-06-10
PUWG,600350,5493079961981622,5493097375383877,SYNTH FUND PUWG,2B,Y,,2026-06-10
MCFN,600351,5493070426302212,5493059617484644,SYNTH FUND MCFN,1A,Y,,2026-06-10
JRTU,600352,5493076686063360,5493022474954341,SYNTH FUND JRTU,,Y,,2026-06-10
KAQV,600353,5493096679426503,5493044432180424,SYNTH FUND KAQV,1B,N,,2026-06-10
JNJZ,600354,5493045010813304,5493084620877917,SYNTH FUND JNJZ,1B,Y,,2026-06-10
PEBB,600355,5493087387325931,5493033735176621,SYNTH FUND PEBB,1B,N,,2026-06-10
ORVK,600356,5493088777165016,5493055277800738,SYNTH FUND ORVK,1A,Y,,2026-06-10
OMWZ,600357,5493056566681436,5493099464386781,SYNTH FUND OMWZ,,N,,2026-06-10
QFKT,600358,5493078806750785,5493012985467148,SYNTH FUND QFKT,2B,Y,,2026-06-10
EYPG,600359,5493098369782714,5493005039157288,SYNTH FUND EYPG,2B,Y,,2026-06-10
TZYG,600360,5493072172079742,5493030351123065,SYNTH FUND TZYG,2B,Y,,2026-06-10
BZNP,600361,,5493045736410392,SYNTH FUND BZNP,2A,Y,,2026-06-10
UOOG,600362,5493006793048778,5493076582981823,SYNTH FUND UOOG,2A,Y,,2026-06-10
WODP,600363,5493018440312997,5493009479770884,SYNTH FUND WODP,3A,N,,2026-06-10
YHSI,600364,5493006528558266,5493060635031012,SYNTH FUND YHSI,2B,Y,,2026-06-10
YUXS,600365,5493049267878106,5493050592670146,SYNTH FUND YUXS,1B,N,,2026-06-10
XMBM,600366,5493038574883268,5493036965723887,SYNTH FUND XMBM,2A,Y,,2026-06-10
EVTJ,600367,5493095315549958,5493000144237055,SYNTH FUND EVTJ,2B,N,,2026-06-10
MFAG,600368,5493085778678302,5493037249360198,SYNTH FUND MFAG,2A,N,,2026-06-10
DQNI,600369,5493015177744697,5493045319988086,SYNTH FUND DQNI,3A,Y,,2026-06-10
