principal_agreement_level_ia,counterparty_agreement_level_ia,base_threshold_principal,base_threshold_principal_im,base_threshold_counterparty,base_threshold_counterparty_im,base_min_transfer_principal,base_min_transfer_principal_im,base_min_transfer_counterparty,base_min_transfer_counterparty_im,base_principal_i_a,base_counterparty_external_ia,base_counterparty_i_a,counterparty_rounding,principal_rounding,itm_exposure,otm_exposure,base_total_exposure_amount,action,agreed_amount,base_call_amount,booked_amount_first_leg,booked_amount_second_leg,call_status,counterparty_amount,reporting_call_amount,model,agreement_id,event_id,external_id,instrument_id,margin_type,reporting_currency,counterparty_im_rounding,principal_im_rounding,im_requirement,event_date,counterparty,agreement_description,rescued_data,reporting_date
,,,,75000.0,,,,250000.0,,,,,,,,,-300000.0,No Call,4600000.0,4600000.0,,,Pending Review,,4600000.0,,9581,341340,K3434,,Net,USD,,,,2026-06-17 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_GENERAL_CSA,,2026-06-17
,,,,500000.0,,,,10000.0,,,,,,,,,-100000.0,No Call,4400000.0,4400000.0,,,Pending Review,,4400000.0,,7525,352637,0597,,Net,USD,,,,2026-06-24 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_GENERAL_CSA,,2026-06-24
,,,,250000.0,,,,250000.0,,,,,,,,,-100000.0,Delivery(Excess),3300000.0,3300000.0,,,No Call Required,,3300000.0,,8987,352727,2699,,Net,USD,,,,2026-06-10 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_VM_CSA,,2026-06-10
,,,,500000.0,,,,10000.0,,,,,,,,,-300000.0,Call(Deficit),2900000.0,2900000.0,,,No Call Required,,2900000.0,,8848,380897,7201,,Net,USD,,,,2026-06-10 00:00:00,CITIBANK NA,TDBK_CITI_REG_VM_CSA,,2026-06-10
,,,,0.0,,,,10000.0,,,,,,,,,100000.0,Call(Deficit),1700000.0,1700000.0,,,No Call Required,,1700000.0,,1190,360113,0102,,Net,USD,,,,2026-06-10 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_GENERAL_CSA,,2026-06-10
,,,,500000.0,,,,250000.0,,,,,,,,,300000.0,Delivery(Excess),3800000.0,3800000.0,,,No Call Required,,3800000.0,,2755,369520,3995,,Net,USD,,,,2026-06-10 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_GENERAL_CSA,,2026-06-10
,,,,75000.0,,,,250000.0,,,,,,,,,200000.0,Delivery(Excess),-400000.0,-400000.0,,,Margin Request Issued,,-400000.0,,9183,378446,1262,,Net,USD,,,,2026-07-01 00:00:00,SWISS LIFE AG,TDBK_SWCD_REG_IMC_CSA,,2026-07-01
,,,,0.0,,,,10000.0,,,,,,,,,-200000.0,No Call,4700000.0,4700000.0,,,Agreed,,4700000.0,,9527,365356,0607,,Net,USD,,,,2026-06-10 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_VM_CSA,,2026-06-10
,,,,500000.0,,,,250000.0,,,,,,,,,300000.0,Call,7500000.0,7500000.0,,,No Call Required,,7500000.0,,4472,361505,3442,,Net,USD,,,,2026-06-03 00:00:00,CITIBANK NA,TDBK_CITI_GENERAL_CSA,,2026-06-03
,,,,250000.0,,,,250000.0,,,,,,,,,0.0,Call(Deficit),500000.0,500000.0,,,No Call Required,,500000.0,,5342,367416,2341,,Net,USD,,,,2026-06-24 00:00:00,BANCO HABITAT,TDBK_BANH_REG_IMC_CSA,,2026-06-24
,,,,250000.0,,,,250000.0,,,,,,,,,200000.0,Recall,3100000.0,3100000.0,,,Pending Review,,3100000.0,,6473,398844,K2489,,Net,USD,,,,2026-06-24 00:00:00,BIMCOR INC,TDBK_BIMC_GENERAL_CSA,,2026-06-24
,,,,500000.0,,,,10000.0,,,,,,,,,300000.0,Call(Deficit),7600000.0,7600000.0,,,Pending Review,,7600000.0,,1434,363478,K3577,,Net,USD,,,,2026-07-01 00:00:00,CITIBANK NA,TDBK_CITI_GENERAL_CSA,,2026-07-01
,,,,500000.0,,,,10000.0,,,,,,,,,-100000.0,Recall,4200000.0,4200000.0,,,Pending Review,,4200000.0,,6909,344231,4695,,Net,USD,,,,2026-06-03 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_GENERAL_CSA,,2026-06-03
,,,,0.0,,,,250000.0,,,,,,,,,0.0,Call,2500000.0,2500000.0,,,Agreed,,2500000.0,,1656,386980,K2847,,Net,USD,,,,2026-07-01 00:00:00,SWISS LIFE AG,TDBK_SWCD_GENERAL_CSA,,2026-07-01
,,,,75000.0,,,,250000.0,,,,,,,,,-100000.0,Call,7900000.0,7900000.0,,,Pending Review,,7900000.0,,9737,393799,0208,,Net,USD,,,,2026-07-01 00:00:00,SWISS LIFE AG,TDBK_SWCD_GENERAL_CSA,,2026-07-01
,,,,250000.0,,,,10000.0,,,,,,,,,-300000.0,Call(Deficit),4700000.0,4700000.0,,,Margin Request Issued,,4700000.0,,7945,352039,1590,,Net,USD,,,,2026-06-03 00:00:00,CITIBANK NA,TDBK_CITI_GENERAL_CSA,,2026-06-03
,,,,0.0,,,,250000.0,,,,,,,,,100000.0,No Call,4900000.0,4900000.0,,,No Call Required,,4900000.0,,8002,362052,6745,,Net,USD,,,,2026-06-03 00:00:00,CITIBANK NA,TDBK_CITI_REG_IMC_CSA,,2026-06-03
,,,,75000.0,,,,250000.0,,,,,,,,,100000.0,Call(Deficit),4400000.0,4400000.0,,,Agreed,,4400000.0,,1249,362419,1262,,Net,USD,,,,2026-06-03 00:00:00,SWISS LIFE AG,TDBK_SWCD_REG_IMC_CSA,,2026-06-03
,,,,75000.0,,,,250000.0,,,,,,,,,100000.0,Call(Deficit),5200000.0,5200000.0,,,Pending Review,,5200000.0,,5115,381596,A1015,,Net,USD,,,,2026-06-17 00:00:00,CITIBANK NA,TDBK_CITI_GENERAL_CSA,,2026-06-17
,,,,0.0,,,,250000.0,,,,,,,,,-100000.0,Call,7300000.0,7300000.0,,,Agreed,,7300000.0,,4045,360493,2102,,Net,USD,,,,2026-06-03 00:00:00,BANCO HABITAT,TDBK_BANH_REG_VM_CSA,,2026-06-03
,,,,0.0,,,,250000.0,,,,,,,,,-100000.0,No Call,4700000.0,4700000.0,,,Margin Request Issued,,4700000.0,,5461,351683,6551,,Net,USD,,,,2026-06-17 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_REG_VM_CSA,,2026-06-17
,,,,0.0,,,,10000.0,,,,,,,,,-200000.0,Delivery(Excess),-500000.0,-500000.0,,,Agreed,,-500000.0,,6835,377387,3478,,Net,USD,,,,2026-06-17 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_REG_IMC_CSA,,2026-06-17
,,,,0.0,,,,250000.0,,,,,,,,,-300000.0,No Call,1900000.0,1900000.0,,,Pending Review,,1900000.0,,1892,373384,6745,,Net,USD,,,,2026-06-17 00:00:00,CITIBANK NA,TDBK_CITI_REG_IMC_CSA,,2026-06-17
,,,,250000.0,,,,250000.0,,,,,,,,,200000.0,Call(Deficit),7900000.0,7900000.0,,,No Call Required,,7900000.0,,7821,398894,A5784,,Net,USD,,,,2026-06-03 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_REG_VM_CSA,,2026-06-03
,,,,500000.0,,,,250000.0,,,,,,,,,300000.0,No Call,3700000.0,3700000.0,,,Agreed,,3700000.0,,8660,345119,5280,,Net,USD,,,,2026-06-10 00:00:00,CITIBANK NA,TDBK_CITI_GENERAL_CSA,,2026-06-10
,,,,500000.0,,,,10000.0,,,,,,,,,100000.0,Call(Deficit),6000000.0,6000000.0,,,Agreed,,6000000.0,,7944,380311,0832,,Net,USD,,,,2026-06-24 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_VM_CSA,,2026-06-24
,,,,75000.0,,,,10000.0,,,,,,,,,100000.0,No Call,7900000.0,7900000.0,,,No Call Required,,7900000.0,,8168,394343,K6770,,Net,USD,,,,2026-06-17 00:00:00,CENTRAL 1 CREDIT UNION,TRI-PARTY COLLATERAL AGENT HOLDING,,2026-06-17
,,,,500000.0,,,,250000.0,,,,,,,,,300000.0,Call,3000000.0,3000000.0,,,Agreed,,3000000.0,,8633,378223,1402,,Net,USD,,,,2026-06-03 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_VM_CSA,,2026-06-03
,,,,0.0,,,,10000.0,,,,,,,,,-300000.0,Call(Deficit),1100000.0,1100000.0,,,No Call Required,,1100000.0,,6165,340306,K3475,,Net,USD,,,,2026-06-10 00:00:00,CITIBANK NA,TRI-PARTY COLLATERAL AGENT HOLDING,,2026-06-10
,,,,500000.0,,,,10000.0,,,,,,,,,-100000.0,Delivery(Excess),1800000.0,1800000.0,,,Agreed,,1800000.0,,3474,368899,0581,,Net,USD,,,,2026-06-03 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_REG_VM_CSA,,2026-06-03
,,,,75000.0,,,,250000.0,,,,,,,,,-100000.0,Call(Deficit),3100000.0,3100000.0,,,Agreed,,3100000.0,,6172,362479,A8075,,Net,USD,,,,2026-06-10 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_GENERAL_CSA,,2026-06-10
,,,,0.0,,,,10000.0,,,,,,,,,-200000.0,Call(Deficit),1000000.0,1000000.0,,,Agreed,,1000000.0,,3412,356585,5219,,Net,USD,,,,2026-06-24 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_REG_VM_CSA,,2026-06-24
,,,,500000.0,,,,10000.0,,,,,,,,,200000.0,Recall,3600000.0,3600000.0,,,No Call Required,,3600000.0,,2240,347048,8355,,Net,USD,,,,2026-06-17 00:00:00,CITIBANK NA,TDBK_CITI_GENERAL_CSA,,2026-06-17
,,,,500000.0,,,,250000.0,,,,,,,,,200000.0,Recall,3400000.0,3400000.0,,,No Call Required,,3400000.0,,3837,343264,3407,,Net,USD,,,,2026-07-01 00:00:00,CITIBANK NA,TDBK_CITI_REG_VM_CSA,,2026-07-01
,,,,0.0,,,,10000.0,,,,,,,,,-100000.0,No Call,5600000.0,5600000.0,,,Margin Request Issued,,5600000.0,,7350,387595,A9689,,Net,USD,,,,2026-06-17 00:00:00,DEUTSCHE BANK A.G.,TDBK_DBFR_REG_IMC_CSA,,2026-06-17
,,,,250000.0,,,,250000.0,,,,,,,,,300000.0,Call(Deficit),3000000.0,3000000.0,,,Margin Request Issued,,3000000.0,,8784,354105,8180,,Net,USD,,,,2026-07-01 00:00:00,BANCO HABITAT,TDBK_BANH_REG_VM_CSA,,2026-07-01
,,,,0.0,,,,10000.0,,,,,,,,,-300000.0,Call(Deficit),-400000.0,-400000.0,,,No Call Required,,-400000.0,,4626,346224,0774,,Net,USD,,,,2026-06-24 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_REG_IMC_CSA,,2026-06-24
,,,,75000.0,,,,10000.0,,,,,,,,,-200000.0,Recall,1200000.0,1200000.0,,,Agreed,,1200000.0,,1272,365587,4894,,Net,USD,,,,2026-06-03 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_REG_IMC_CSA,,2026-06-03
,,,,75000.0,,,,250000.0,,,,,,,,,-300000.0,Call(Deficit),6200000.0,6200000.0,,,Agreed,,6200000.0,,9646,385949,K4210,,Net,USD,,,,2026-06-17 00:00:00,CITIBANK NA,TDBK_CITI_REG_IMC_CSA,,2026-06-17
,,,,0.0,,,,10000.0,,,,,,,,,-300000.0,Call(Deficit),1200000.0,1200000.0,,,Pending Review,,1200000.0,,5190,369315,1173,,Net,USD,,,,2026-06-17 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_VM_CSA,,2026-06-17
,,,,250000.0,,,,250000.0,,,,,,,,,-200000.0,Call(Deficit),3200000.0,3200000.0,,,Pending Review,,3200000.0,,9128,361522,K8707,,Net,USD,,,,2026-06-03 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_IMC_CSA,,2026-06-03
,,,,0.0,,,,250000.0,,,,,,,,,-300000.0,Delivery(Excess),7900000.0,7900000.0,,,No Call Required,,7900000.0,,2112,358891,0391,,Net,USD,,,,2026-06-10 00:00:00,BIMCOR INC,TDBK_BIMC_REG_IMC_CSA,,2026-06-10
,,,,75000.0,,,,10000.0,,,,,,,,,-100000.0,Call(Deficit),7100000.0,7100000.0,,,Pending Review,,7100000.0,,1779,347549,7841,,Net,USD,,,,2026-06-17 00:00:00,BIMCOR INC,TDBK_BIMC_GENERAL_CSA,,2026-06-17
,,,,500000.0,,,,250000.0,,,,,,,,,-300000.0,No Call,3100000.0,3100000.0,,,Pending Review,,3100000.0,,4669,395584,1439,,Net,USD,,,,2026-06-03 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_GENERAL_CSA,,2026-06-03
,,,,0.0,,,,250000.0,,,,,,,,,0.0,No Call,4500000.0,4500000.0,,,Agreed,,4500000.0,,6643,370826,8514,,Net,USD,,,,2026-06-03 00:00:00,DEUTSCHE BANK A.G.,TDGF_XXXX_GENERAL_CSA,,2026-06-03
,,,,500000.0,,,,10000.0,,,,,,,,,100000.0,Call(Deficit),7000000.0,7000000.0,,,Margin Request Issued,,7000000.0,,1433,379485,A3441,,Net,USD,,,,2026-06-17 00:00:00,CITIBANK NA,TDBK_CITI_REG_IMC_CSA,,2026-06-17
,,,,75000.0,,,,10000.0,,,,,,,,,-300000.0,Recall,-400000.0,-400000.0,,,No Call Required,,-400000.0,,6663,399302,K1596,,Net,USD,,,,2026-07-01 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_REG_VM_CSA,,2026-07-01
,,,,0.0,,,,250000.0,,,,,,,,,-200000.0,No Call,4800000.0,4800000.0,,,No Call Required,,4800000.0,,5806,375154,K2046,,Net,USD,,,,2026-06-03 00:00:00,BANCO HABITAT,TDGF_XXXX_GENERAL_CSA,,2026-06-03
,,,,0.0,,,,250000.0,,,,,,,,,300000.0,Recall,6400000.0,6400000.0,,,Margin Request Issued,,6400000.0,,8226,351075,9679,,Net,USD,,,,2026-06-10 00:00:00,BANCO HABITAT,TDBK_BANH_REG_VM_CSA,,2026-06-10
,,,,75000.0,,,,10000.0,,,,,,,,,300000.0,Call,500000.0,500000.0,,,Agreed,,500000.0,,3025,347060,A5231,,Net,USD,,,,2026-06-17 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_GENERAL_CSA,,2026-06-17
,,,,75000.0,,,,10000.0,,,,,,,,,-200000.0,Recall,8000000.0,8000000.0,,,No Call Required,,8000000.0,,8810,369840,0166,,Net,USD,,,,2026-06-10 00:00:00,BANCO HABITAT,TDBK_BANH_REG_IMC_CSA,,2026-06-10
,,,,500000.0,,,,10000.0,,,,,,,,,0.0,Delivery(Excess),1700000.0,1700000.0,,,Pending Review,,1700000.0,,5441,370906,1945,,Net,USD,,,,2026-06-17 00:00:00,SWISS LIFE AG,TDBK_SWCD_REG_IMC_CSA,,2026-06-17
,,,,75000.0,,,,250000.0,,,,,,,,,-300000.0,Delivery(Excess),3800000.0,3800000.0,,,Margin Request Issued,,3800000.0,,8090,384687,K3434,,Net,USD,,,,2026-06-24 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_GENERAL_CSA,,2026-06-24
,,,,250000.0,,,,10000.0,,,,,,,,,-300000.0,Call,3700000.0,3700000.0,,,Pending Review,,3700000.0,,5068,365826,9004,,Net,USD,,,,2026-06-17 00:00:00,SWISS LIFE AG,TDBK_SWCD_GENERAL_CSA,,2026-06-17
,,,,500000.0,,,,10000.0,,,,,,,,,-200000.0,Delivery(Excess),4200000.0,4200000.0,,,Margin Request Issued,,4200000.0,,1185,359483,A452,,Net,USD,,,,2026-06-17 00:00:00,SWISS LIFE AG,TDBK_SWCD_REG_IMC_CSA,,2026-06-17
,,,,0.0,,,,10000.0,,,,,,,,,300000.0,No Call,500000.0,500000.0,,,Margin Request Issued,,500000.0,,5295,382121,6934,,Net,USD,,,,2026-06-10 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_VM_CSA,,2026-06-10
,,,,75000.0,,,,250000.0,,,,,,,,,300000.0,Call(Deficit),8000000.0,8000000.0,,,Pending Review,,8000000.0,,1233,368181,0521,,Net,USD,,,,2026-06-10 00:00:00,SWISS LIFE AG,TDBK_SWCD_REG_VM_CSA,,2026-06-10
,,,,0.0,,,,250000.0,,,,,,,,,-200000.0,No Call,5500000.0,5500000.0,,,Pending Review,,5500000.0,,7581,351865,8307,,Net,USD,,,,2026-06-24 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_VM_CSA,,2026-06-24
,,,,250000.0,,,,10000.0,,,,,,,,,-200000.0,Delivery(Excess),4100000.0,4100000.0,,,Margin Request Issued,,4100000.0,,5945,342980,0232,,Net,USD,,,,2026-06-03 00:00:00,BIMCOR INC,TDBK_BIMC_REG_IMC_CSA,,2026-06-03
,,,,0.0,,,,10000.0,,,,,,,,,300000.0,Call,1200000.0,1200000.0,,,Agreed,,1200000.0,,9810,341199,6902,,Net,USD,,,,2026-06-24 00:00:00,BANCO HABITAT,TDBK_BANH_REG_IMC_CSA,,2026-06-24
,,,,500000.0,,,,250000.0,,,,,,,,,0.0,Delivery(Excess),4900000.0,4900000.0,,,Margin Request Issued,,4900000.0,,6760,394781,1798,,Net,USD,,,,2026-06-24 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_GENERAL_CSA,,2026-06-24
,,,,0.0,,,,10000.0,,,,,,,,,200000.0,Call,900000.0,900000.0,,,Pending Review,,900000.0,,1380,379463,9061,,Net,USD,,,,2026-07-01 00:00:00,DEUTSCHE BANK A.G.,TDBK_DBFR_REG_IMC_CSA,,2026-07-01
,,,,250000.0,,,,10000.0,,,,,,,,,200000.0,No Call,2500000.0,2500000.0,,,Pending Review,,2500000.0,,9508,391606,A5927,,Net,USD,,,,2026-06-17 00:00:00,SWISS LIFE AG,TDBK_SWCD_REG_IMC_CSA,,2026-06-17
,,,,75000.0,,,,250000.0,,,,,,,,,200000.0,Call(Deficit),7900000.0,7900000.0,,,Margin Request Issued,,7900000.0,,2233,367965,0160,,Net,USD,,,,2026-06-03 00:00:00,MORGAN STANLEY INTL,TDBK_MSIL_GENERAL_CSA,,2026-06-03
,,,,500000.0,,,,10000.0,,,,,,,,,300000.0,Call,2600000.0,2600000.0,,,Agreed,,2600000.0,,8677,382027,K5413,,Net,USD,,,,2026-07-01 00:00:00,BANCO HABITAT,TDBK_BANH_GENERAL_CSA,,2026-07-01
,,,,250000.0,,,,10000.0,,,,,,,,,0.0,Delivery(Excess),4700000.0,4700000.0,,,Pending Review,,4700000.0,,3769,388618,7514,,Net,USD,,,,2026-06-17 00:00:00,SWISS LIFE AG,TDBK_SWCD_REG_VM_CSA,,2026-06-17
,,,,75000.0,,,,10000.0,,,,,,,,,0.0,No Call,-500000.0,-500000.0,,,Margin Request Issued,,-500000.0,,2699,368083,0604,,Net,USD,,,,2026-07-01 00:00:00,BIMCOR INC,TDBK_BIMC_REG_IMC_CSA,,2026-07-01
,,,,250000.0,,,,10000.0,,,,,,,,,-100000.0,Call,600000.0,600000.0,,,Margin Request Issued,,600000.0,,5513,363839,K5011,,Net,USD,,,,2026-06-10 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_IMC_CSA,,2026-06-10
,,,,75000.0,,,,10000.0,,,,,,,,,300000.0,Call,-400000.0,-400000.0,,,Margin Request Issued,,-400000.0,,4139,359604,K5601,,Net,USD,,,,2026-06-10 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_REG_VM_CSA,,2026-06-10
,,,,500000.0,,,,250000.0,,,,,,,,,300000.0,Call,300000.0,300000.0,,,No Call Required,,300000.0,,8760,354765,8705,,Net,USD,,,,2026-06-17 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_GENERAL_CSA,,2026-06-17
,,,,75000.0,,,,250000.0,,,,,,,,,-200000.0,Recall,5800000.0,5800000.0,,,Pending Review,,5800000.0,,2532,396808,K7577,,Net,USD,,,,2026-06-03 00:00:00,BANCO HABITAT,TDBK_BANH_REG_IMC_CSA,,2026-06-03
,,,,75000.0,,,,250000.0,,,,,,,,,-300000.0,No Call,4600000.0,4600000.0,,,Margin Request Issued,,4600000.0,,7673,396342,3708,,Net,USD,,,,2026-06-03 00:00:00,MORGAN STANLEY INTL,TDBK_MSIL_REG_VM_CSA,,2026-06-03
,,,,250000.0,,,,250000.0,,,,,,,,,0.0,Recall,1900000.0,1900000.0,,,No Call Required,,1900000.0,,1172,364710,0550,,Net,USD,,,,2026-06-24 00:00:00,BIMCOR INC,TDBK_BIMC_REG_IMC_CSA,,2026-06-24
,,,,500000.0,,,,250000.0,,,,,,,,,-200000.0,No Call,5000000.0,5000000.0,,,Pending Review,,5000000.0,,5438,394678,9076,,Net,USD,,,,2026-06-10 00:00:00,BANK OF NOVA SCOTIA,TRI-PARTY COLLATERAL AGENT HOLDING,,2026-06-10
,,,,0.0,,,,10000.0,,,,,,,,,-300000.0,Delivery(Excess),6600000.0,6600000.0,,,Pending Review,,6600000.0,,4434,394288,K1341,,Net,USD,,,,2026-06-10 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_REG_VM_CSA,,2026-06-10
,,,,0.0,,,,10000.0,,,,,,,,,100000.0,Delivery(Excess),2500000.0,2500000.0,,,Pending Review,,2500000.0,,9419,395340,2537,,Net,USD,,,,2026-06-03 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_GENERAL_CSA,,2026-06-03
,,,,0.0,,,,10000.0,,,,,,,,,200000.0,Call,7600000.0,7600000.0,,,Pending Review,,7600000.0,,4495,351973,0607,,Net,USD,,,,2026-07-01 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_VM_CSA,,2026-07-01
,,,,250000.0,,,,10000.0,,,,,,,,,-200000.0,Call(Deficit),5000000.0,5000000.0,,,Margin Request Issued,,5000000.0,,4114,360883,2683,,Net,USD,,,,2026-06-17 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_REG_IMC_CSA,,2026-06-17
,,,,250000.0,,,,10000.0,,,,,,,,,-200000.0,Call(Deficit),2000000.0,2000000.0,,,Pending Review,,2000000.0,,6178,341984,K9507,,Net,USD,,,,2026-06-10 00:00:00,MORGAN STANLEY INTL,TDBK_MSIL_REG_IMC_CSA,,2026-06-10
,,,,250000.0,,,,250000.0,,,,,,,,,300000.0,No Call,2200000.0,2200000.0,,,Agreed,,2200000.0,,8070,398454,7120,,Net,USD,,,,2026-06-17 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_GENERAL_CSA,,2026-06-17
,,,,75000.0,,,,250000.0,,,,,,,,,-200000.0,Delivery(Excess),6700000.0,6700000.0,,,Margin Request Issued,,6700000.0,,3196,393478,A3381,,Net,USD,,,,2026-06-24 00:00:00,CITIBANK NA,TDBK_CITI_REG_VM_CSA,,2026-06-24
,,,,500000.0,,,,250000.0,,,,,,,,,0.0,Delivery(Excess),4500000.0,4500000.0,,,No Call Required,,4500000.0,,8384,378562,9076,,Net,USD,,,,2026-06-17 00:00:00,BANK OF NOVA SCOTIA,TRI-PARTY COLLATERAL AGENT HOLDING,,2026-06-17
,,,,500000.0,,,,250000.0,,,,,,,,,0.0,Call(Deficit),400000.0,400000.0,,,Margin Request Issued,,400000.0,,3275,347284,7668,,Net,USD,,,,2026-07-01 00:00:00,BIMCOR INC,TDBK_BIMC_REG_IMC_CSA,,2026-07-01
,,,,75000.0,,,,250000.0,,,,,,,,,100000.0,Recall,200000.0,200000.0,,,Margin Request Issued,,200000.0,,3204,383281,1654,,Net,USD,,,,2026-06-17 00:00:00,DEUTSCHE BANK A.G.,TDBK_DBFR_REG_VM_CSA,,2026-06-17
,,,,250000.0,,,,10000.0,,,,,,,,,200000.0,No Call,6400000.0,6400000.0,,,Agreed,,6400000.0,,2155,346837,7447,,Net,USD,,,,2026-07-01 00:00:00,BANK OF NOVA SCOTIA,TDBK_BNSC_REG_VM_CSA,,2026-07-01
,,,,75000.0,,,,10000.0,,,,,,,,,-200000.0,Call,100000.0,100000.0,,,Pending Review,,100000.0,,7508,381257,A5231,,Net,USD,,,,2026-06-03 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_GENERAL_CSA,,2026-06-03
,,,,75000.0,,,,250000.0,,,,,,,,,-200000.0,Delivery(Excess),1900000.0,1900000.0,,,Pending Review,,1900000.0,,9860,362812,3753,,Net,USD,,,,2026-06-03 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_REG_VM_CSA,,2026-06-03
,,,,0.0,,,,10000.0,,,,,,,,,300000.0,Call,4300000.0,4300000.0,,,Agreed,,4300000.0,,8939,361184,6139,,Net,USD,,,,2026-06-17 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_REG_VM_CSA,,2026-06-17
,,,,500000.0,,,,10000.0,,,,,,,,,-300000.0,Call(Deficit),1900000.0,1900000.0,,,No Call Required,,1900000.0,,4958,386197,0147,,Net,USD,,,,2026-06-03 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_GENERAL_CSA,,2026-06-03
,,,,0.0,,,,250000.0,,,,,,,,,300000.0,Call(Deficit),7500000.0,7500000.0,,,No Call Required,,7500000.0,,6259,360808,A317,,Net,USD,,,,2026-07-01 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_REG_VM_CSA,,2026-07-01
,,,,75000.0,,,,250000.0,,,,,,,,,200000.0,No Call,2700000.0,2700000.0,,,Margin Request Issued,,2700000.0,,4696,346919,0653,,Net,USD,,,,2026-06-24 00:00:00,DEUTSCHE BANK A.G.,TDBK_DBFR_REG_VM_CSA,,2026-06-24
,,,,75000.0,,,,10000.0,,,,,,,,,-300000.0,Call,5300000.0,5300000.0,,,Margin Request Issued,,5300000.0,,2600,387615,9928,,Net,USD,,,,2026-06-03 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_GENERAL_CSA,,2026-06-03
,,,,250000.0,,,,250000.0,,,,,,,,,200000.0,Recall,700000.0,700000.0,,,No Call Required,,700000.0,,4646,378660,8033,,Net,USD,,,,2026-06-03 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_GENERAL_CSA,,2026-06-03
,,,,0.0,,,,250000.0,,,,,,,,,-200000.0,No Call,7100000.0,7100000.0,,,Pending Review,,7100000.0,,7586,340107,7734,,Net,USD,,,,2026-06-03 00:00:00,CITIBANK NA,TDBK_CITI_REG_VM_CSA,,2026-06-03
,,,,75000.0,,,,250000.0,,,,,,,,,300000.0,Call,2700000.0,2700000.0,,,Agreed,,2700000.0,,2697,343510,0153,,Net,USD,,,,2026-06-10 00:00:00,CENTRAL 1 CREDIT UNION,TDBK_BCCU_REG_IMC_CSA,,2026-06-10
,,,,0.0,,,,250000.0,,,,,,,,,-200000.0,Delivery(Excess),6100000.0,6100000.0,,,Agreed,,6100000.0,,8626,388040,5076,,Net,USD,,,,2026-06-24 00:00:00,INVESTEC BANK LIMITED,TDBK_INBL_GENERAL_CSA,,2026-06-24
,,,,0.0,,,,10000.0,,,,,,,,,200000.0,No Call,-400000.0,-400000.0,,,Agreed,,-400000.0,,1634,353232,A2263,,Net,USD,,,,2026-06-24 00:00:00,DEUTSCHE BANK A.G.,TDBK_DBFR_REG_IMC_CSA,,2026-06-24
,,,,250000.0,,,,10000.0,,,,,,,,,300000.0,Delivery(Excess),900000.0,900000.0,,,No Call Required,,900000.0,,2855,349312,8319,,Net,USD,,,,2026-06-10 00:00:00,WELLINGTON GLOBAL EQUITY FUND 28R5,TDBK_WH17_REG_VM_CSA,,2026-06-10
