external_id,principal_lei,principal,principal_code,counterparty,counterparty_code,counterparty_lei,principal_rating,counterparty_rating,agreement_category,groupname,base_currency,im_legal_review_frequency,legal_review_frequency,reciprocity,counterparty_fixed_mta_values,counterparty_fixed_mta_value_ccy,counterparty_im_fixed_mta_values,counterparty_im_fixed_mta_value_ccy,counterparty_fixed_rounding_values,counterparty_fixed_rounding_value_ccy,counterparty_fixed_threshold_value_ccy,counterparty_fixed_threshold_values,counterparty_fixed_values,counterparty_im,counterparty_im_fixed_rounding_value_ccy,counterparty_im_fixed_rounding_values,counterparty_im_fixed_threshold_value_ccy,counterparty_im_fixed_threshold_values,counterparty_im_fixed_values,counterparty_im_rating_contingent_values,counterparty_im_seg_type,principal_fixed_mta_value_ccy,principal_fixed_mta_values,principal_fixed_rounding_value_ccy,principal_fixed_rounding_values,principal_fixed_threshold_value_ccy,principal_fixed_threshold_values,principal_fixed_values,principal_im,principal_im_fixed_mta_value_ccy,principal_im_fixed_mta_values,principal_im_fixed_rounding_value_ccy,principal_im_fixed_rounding_values,principal_im_fixed_threshold_value_ccy,principal_im_fixed_threshold_values,principal_im_fixed_values,principal_im_rating_contingent_values,principal_im_seg_type,principal_industry,principal_agreement_ia,counterparty_agreement_ia,agreement_date,agreement_id,agreement_status,agreement_description,agreement_type,agreementgroupcode,counterparty_seg_type,principal_seg_type,segregation,linkage_set,assets,custodian,simm_principal_calculation_currency,simm_cp_calculation_currency,rescued_data,reporting_date,agreement_name,region,principal_termination_currency,counterparty_termination_currency
0141,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,SWISS LIFE AG:SWCD,SWCD,529900ZM2M8QF6PZDD34,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_SWCD_GEN,GBP,,,,10000.0,,,,,,GBP,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-04-12,A52296,Active,TDBK_SWCD_REG_IMC_CSA,REG_VM,TDBK_SWCD_GEN,,,Y,,US Common Stock;Government of Canada Bond;USD CASH,STATE STREET,,,,2026-06-03,TDBK_SWCD_REG_IMC_CSA,TDBK,GBP,
A5486,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,SWISS LIFE AG:SWCD,SWCD,529900ZM2M8QF6PZDD34,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_SWCD_GEN,USD,,,,250000.0,,,,,,USD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-07-15,A56306,Amended,,REG_IMC,TDBK_SWCD_GEN,,,Y,,Canada Mortgage Bonds;US Corporate;US Treasury,BNY MELLON,,,,2026-06-03,,TDBK,USD,USD
A2980,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,EUR,,,,250000.0,,,,,,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-25,A87261,Active,TDBK_BNSC_GENERAL_CSA,GENERAL_CSA,TDBK_BNSC_GEN,,,N,,USD CASH;Government of Canada Bond;US Common Stock,N/A,,,,2026-06-03,TDBK_BNSC_GENERAL_CSA,TDBK,EUR,EUR
A6802,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CENTRAL 1 CREDIT UNION:BCCU,BCCU,549300XXHOD8SXSZKY72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1C",ISDA CSA,TDBK_BCCU_GEN,EUR,,,,10000.0,,,,,,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-02,A43223,Pending,TDBK_BCCU_REG_VM_CSA,REG_IMC,TDBK_BCCU_GEN,,,Y,,US Common Stock;US Corporate;Ontario Provincial Bond,STATE STREET,,,,2026-06-03,TDBK_BCCU_REG_VM_CSA,TDBK,EUR,EUR
0998,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,EUR,,,,10000.0,,,,,,EUR,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22,A55389,Amended,TDBK_INBL_GENERAL_CSA,GENERAL_CSA,TDBK_INBL_GEN,,,N,,US Corporate;German Government Note;CAD CASH,BNY MELLON,,,,2026-06-03,TDBK_INBL_GENERAL_CSA,TDBK,EUR,EUR
1962,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,EUR,,,,10000.0,,,,,,EUR,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-05,A79351,Active,TDBK_BNSC_REG_IMC_CSA,REG_IMC,TDBK_BNSC_GEN,,,Y,,CAD CASH;USD CASH;Canada Mortgage Bonds,BNY MELLON,,,,2026-06-03,TDBK_BNSC_REG_IMC_CSA,TDBK,EUR,EUR
3352,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,CAD,,,,10000.0,,,,,,CAD,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-05-28,A70138,Pending,TDBK_BNSC_REG_IMC_CSA,REG_IMC,TDBK_BNSC_GEN,,,Y,,Government of Canada Bond;Israel Government Bond;German Government Note,BNY MELLON,,,,2026-06-03,TDBK_BNSC_REG_IMC_CSA,TDBK,CAD,CAD
K4210,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,MORGAN STANLEY INTL:MSIL,MSIL,4PQUHN3JPFGFNF3BB653,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_MSIL_GEN,USD,,,,10000.0,,,,,,USD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-19,A85236,Pending,TDBK_MSIL_REG_IMC_CSA,GENERAL_CSA,TDBK_MSIL_GEN,,,N,,US Common Stock;Israel Government Bond;US Corporate,BNY MELLON,,,,2026-06-03,TDBK_MSIL_REG_IMC_CSA,TDBK,USD,
0451,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANCO HABITAT:BANH,BANH,B6ARUI4946ST4S7WOU88,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2B",ISDA CSA,TDBK_BANH_GEN,CAD,,,,250000.0,,,,,,CAD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-26,A87514,Active,TDBK_BANH_REG_VM_CSA,GENERAL_CSA,TDBK_BANH_GEN,,,N,,Canada Mortgage Bonds;Israel Government Bond;CAD CASH,N/A,,,,2026-06-03,TDBK_BANH_REG_VM_CSA,TDBK,,CAD
3097,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,MORGAN STANLEY INTL:MSIL,MSIL,4PQUHN3JPFGFNF3BB653,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_MSIL_GEN,USD,,,,10000.0,,,,,,USD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-01-15,A99045,Pending,TDBK_MSIL_REG_IMC_CSA,REG_IMC,TDBK_MSIL_GEN,,,Y,,Canada Mortgage Bonds;Ontario Provincial Bond;USD CASH,N/A,,,,2026-06-03,TDBK_MSIL_REG_IMC_CSA,TDBK,USD,
1987,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,CAD,,,,250000.0,,,,,,CAD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-06-07,A41673,Active,TDBK_BNSC_GENERAL_CSA,REG_VM,TDBK_BNSC_GEN,,,Y,,CAD CASH;Canada Mortgage Bonds;US Corporate,N/A,,,,2026-06-03,TDBK_BNSC_GENERAL_CSA,TDBK,CAD,CAD
4652,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,EUR,,,,250000.0,,,,,,EUR,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-12,A24822,Amended,TDBK_INBL_REG_IMC_CSA,REG_VM,TDBK_INBL_GEN,,,,,US Treasury;Ontario Provincial Bond;German Government Note,BNY MELLON,,,,2026-06-03,TDBK_INBL_REG_IMC_CSA,TDBK,EUR,EUR
0817,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,USD,,,,10000.0,,,,,,USD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-13,A68715,Amended,TDBK_DBFR_REG_VM_CSA,BILATERAL_CSA,TDBK_DBFR_GEN,,,N,,German Government Note;Ontario Provincial Bond;US Treasury,BNY MELLON,,,,2026-06-03,,TDBK,,USD
4939,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,GBP,,,,250000.0,,,,,,GBP,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-26,A26817,Amended,TDBK_INBL_REG_VM_CSA,BILATERAL_CSA,TDBK_INBL_GEN,,,Y,,German Government Note;US Corporate;US Treasury,N/A,,,,2026-06-03,TDBK_INBL_REG_VM_CSA,TDBK,GBP,GBP
0608,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANCO HABITAT:BANH,BANH,B6ARUI4946ST4S7WOU88,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2B",ISDA CSA,TDBK_BANH_GEN,EUR,,,,10000.0,,,,,,EUR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-09,A47725,Amended,TDBK_BANH_REG_VM_CSA,REG_VM,TDBK_BANH_GEN,,,Y,,CAD CASH;Ontario Provincial Bond;Canada Mortgage Bonds,STATE STREET,,,,2026-06-03,TDBK_BANH_REG_VM_CSA,TDBK,EUR,EUR
5059,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BIMCOR INC:BIMC,BIMC,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3B",ISDA CSA,TDBK_BIMC_GEN,CAD,,,,250000.0,,,,,,CAD,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-22,A76002,Active,TDBK_BIMC_REG_VM_CSA,REG_VM,TDBK_BIMC_GEN,,,N,,US Treasury;US Corporate;USD CASH,STATE STREET,,,,2026-06-03,TDBK_BIMC_REG_VM_CSA,TDBK,CAD,CAD
A1264,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANK OF NOVA SCOTIA:BNSC,BNSC,L3I9ZG2KFGXZ61BMYR72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1A",ISDA CSA,TDBK_BNSC_GEN,USD,,,,250000.0,,,,,,USD,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-23,A33625,Amended,TDBK_BNSC_REG_VM_CSA,GENERAL_CSA,TDBK_BNSC_GEN,,,Y,,Ontario Provincial Bond;US Treasury;Canada Mortgage Bonds,STATE STREET,,,,2026-06-03,TDBK_BNSC_REG_VM_CSA,TDBK,USD,
9541,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BIMCOR INC:BIMC,BIMC,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3B",ISDA CSA,TDBK_BIMC_GEN,EUR,,,,10000.0,,,,,,EUR,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-01-22,A78941,Amended,TDBK_BIMC_GENERAL_CSA,REG_IMC,TDBK_BIMC_GEN,,,Y,,US Corporate;German Government Note;Canada Mortgage Bonds,,,,,2026-06-03,TDBK_BIMC_GENERAL_CSA,TDBK,,EUR
A8978,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5:WH17,WH17,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3A",ISDA CSA,TDBK_WH17_GEN,USD,,,,250000.0,,,,,,USD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-28,A10527,Active,TDBK_WH17_GENERAL_CSA,REG_IMC,TDBK_WH17_GEN,,,N,,Canada Mortgage Bonds;German Government Note;US Common Stock,,,,,2026-06-03,TDBK_WH17_GENERAL_CSA,TDBK,,USD
1402,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CENTRAL 1 CREDIT UNION:BCCU,BCCU,549300XXHOD8SXSZKY72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1C",ISDA CSA,TDBK_BCCU_GEN,EUR,,,,250000.0,,,,,,EUR,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-14,A78699,Active,TDBK_BCCU_REG_VM_CSA,BILATERAL_CSA,TDBK_BCCU_GEN,,,Y,,CAD CASH;Israel Government Bond;US Corporate,STATE STREET,,,,2026-06-03,TDBK_BCCU_REG_VM_CSA,TDBK,EUR,
3583,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANCO HABITAT:BANH,BANH,B6ARUI4946ST4S7WOU88,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2B",ISDA CSA,TDBK_BANH_GEN,EUR,,,,250000.0,,,,,,EUR,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-11-04,A92661,Pending,TDBK_BANH_REG_IMC_CSA,BILATERAL_CSA,TDBK_BANH_GEN,,,N,,Ontario Provincial Bond;US Corporate;US Treasury,STATE STREET,,,,2026-06-03,TDBK_BANH_REG_IMC_CSA,TDBK,,EUR
K5816,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CENTRAL 1 CREDIT UNION:BCCU,BCCU,549300XXHOD8SXSZKY72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1C",ISDA CSA,TDBK_BCCU_GEN,GBP,,,,10000.0,,,,,,GBP,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-28,A19513,Active,TDGF_XXXX_GENERAL_CSA,BILATERAL_CSA,TDBK_BCCU_GEN,,,Y,,Canada Mortgage Bonds;CAD CASH;US Common Stock,BNY MELLON,,,,2026-06-03,,TDBK,,GBP
5405,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,INVESTEC BANK LIMITED:INBL,INBL,549300RH5FFHO48FXT69,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_INBL_GEN,CAD,,,,250000.0,,,,,,CAD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-11-26,A22170,Active,,REG_IMC,TDBK_INBL_GEN,,,Y,,US Treasury;Canada Mortgage Bonds;US Corporate,STATE STREET,,,,2026-06-03,,TDBK,,CAD
9503,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BIMCOR INC:BIMC,BIMC,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3B",ISDA CSA,TDBK_BIMC_GEN,USD,,,,10000.0,,,,,,USD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-02-25,A86153,Active,TDBK_BIMC_REG_IMC_CSA,REG_VM,TDBK_BIMC_GEN,,,Y,,US Treasury;USD CASH;CAD CASH,BNY MELLON,,,,2026-06-03,TDBK_BIMC_REG_IMC_CSA,TDBK,,
6318,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5:WH17,WH17,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3A",ISDA CSA,TDBK_WH17_GEN,CAD,,,,250000.0,,,,,,CAD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-20,A17904,Pending,TDBK_WH17_REG_VM_CSA,BILATERAL_CSA,TDBK_WH17_GEN,,,N,,US Corporate;US Treasury;Canada Mortgage Bonds,N/A,,,,2026-06-03,TDBK_WH17_REG_VM_CSA,TDBK,,CAD
A3417,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5:WH17,WH17,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3A",ISDA CSA,TDBK_WH17_GEN,EUR,,,,10000.0,,,,,,EUR,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-21,A37004,Active,TDBK_WH17_REG_VM_CSA,REG_IMC,TDBK_WH17_GEN,,,N,,Ontario Provincial Bond;US Corporate;US Treasury,STATE STREET,,,,2026-06-03,,TDBK,,EUR
7686,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,USD,,,,10000.0,,,,,,USD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-02,A20069,Amended,TDBK_DBFR_REG_VM_CSA,GENERAL_CSA,TDBK_DBFR_GEN,,,N,,Ontario Provincial Bond;US Corporate;CAD CASH,N/A,,,,2026-06-03,TDBK_DBFR_REG_VM_CSA,TDBK,USD,USD
2434,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CITIBANK NA:CITI,CITI,E57ODZWZ7FF32TWEFA76,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_CITI_GEN,CAD,,,,10000.0,,,,,,CAD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-19,A14202,Pending,TDBK_CITI_REG_IMC_CSA,REG_VM,TDBK_CITI_GEN,,,N,,German Government Note;CAD CASH;Canada Mortgage Bonds,N/A,,,,2026-06-03,TDBK_CITI_REG_IMC_CSA,TDBK,,CAD
0504,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BIMCOR INC:BIMC,BIMC,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3B",ISDA CSA,TDBK_BIMC_GEN,CAD,,,,250000.0,,,,,,CAD,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-12-24,A29472,Amended,TDBK_BIMC_REG_VM_CSA,REG_IMC,TDBK_BIMC_GEN,,,N,,Israel Government Bond;German Government Note;US Treasury,STATE STREET,,,,2026-06-03,,TDBK,CAD,CAD
0160,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,MORGAN STANLEY INTL:MSIL,MSIL,4PQUHN3JPFGFNF3BB653,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_MSIL_GEN,EUR,,,,250000.0,,,,,,EUR,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-11-14,A80789,Pending,TDBK_MSIL_GENERAL_CSA,REG_IMC,TDBK_MSIL_GEN,,,Y,,USD CASH;US Corporate;Ontario Provincial Bond,STATE STREET,,,,2026-06-03,TDBK_MSIL_GENERAL_CSA,TDBK,EUR,EUR
2204,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CENTRAL 1 CREDIT UNION:BCCU,BCCU,549300XXHOD8SXSZKY72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1C",ISDA CSA,TDBK_BCCU_GEN,CAD,,,,10000.0,,,,,,CAD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-03-13,A96250,Amended,TDBK_BCCU_GENERAL_CSA,REG_VM,TDBK_BCCU_GEN,,,N,,US Common Stock;USD CASH;Ontario Provincial Bond,STATE STREET,,,,2026-06-03,TDBK_BCCU_GENERAL_CSA,TDBK,CAD,
K6361,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CENTRAL 1 CREDIT UNION:BCCU,BCCU,549300XXHOD8SXSZKY72,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1C",ISDA CSA,TDBK_BCCU_GEN,EUR,,,,10000.0,,,,,,EUR,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-17,A10323,Active,TDBK_BCCU_REG_VM_CSA,BILATERAL_CSA,TDBK_BCCU_GEN,,,N,,US Corporate;US Common Stock;US Treasury,BNY MELLON,,,,2026-06-03,TDBK_BCCU_REG_VM_CSA,TDBK,EUR,
K5409,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,SWISS LIFE AG:SWCD,SWCD,529900ZM2M8QF6PZDD34,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_SWCD_GEN,CAD,,,,10000.0,,,,,,CAD,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-02-10,A50452,Active,TDBK_SWCD_REG_IMC_CSA,BILATERAL_CSA,TDBK_SWCD_GEN,,,N,,Israel Government Bond;USD CASH;Canada Mortgage Bonds,STATE STREET,,,,2026-06-03,TDBK_SWCD_REG_IMC_CSA,TDBK,,
8932,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CITIBANK NA:CITI,CITI,E57ODZWZ7FF32TWEFA76,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_CITI_GEN,USD,,,,10000.0,,,,,,USD,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-01-15,A75675,Amended,TDBK_CITI_GENERAL_CSA,REG_VM,TDBK_CITI_GEN,,,,,Ontario Provincial Bond;US Treasury;German Government Note,BNY MELLON,,,,2026-06-03,TDBK_CITI_GENERAL_CSA,TDBK,,USD
7192,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BIMCOR INC:BIMC,BIMC,,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:3B",ISDA CSA,TDBK_BIMC_GEN,USD,,,,250000.0,,,,,,USD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-21,A12116,Active,TDBK_BIMC_REG_IMC_CSA,REG_VM,TDBK_BIMC_GEN,,,Y,,Government of Canada Bond;Ontario Provincial Bond;Israel Government Bond,N/A,,,,2026-06-03,TDBK_BIMC_REG_IMC_CSA,TDBK,,USD
A3381,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CITIBANK NA:CITI,CITI,E57ODZWZ7FF32TWEFA76,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_CITI_GEN,GBP,,,,250000.0,,,,,,GBP,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-05,A46472,Pending,TDBK_CITI_REG_VM_CSA,GENERAL_CSA,TDBK_CITI_GEN,,,N,,US Corporate;Canada Mortgage Bonds;Israel Government Bond,BNY MELLON,,,,2026-06-03,TDBK_CITI_REG_VM_CSA,TDBK,GBP,GBP
5146,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,DEUTSCHE BANK A.G.:DBFR,DBFR,7LTWFZYICNSX8D621K86,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2A",ISDA CSA,TDBK_DBFR_GEN,CAD,,,,10000.0,,,,,,CAD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-17,A65669,Amended,TDBK_DBFR_GENERAL_CSA,REG_VM,TDBK_DBFR_GEN,,,Y,,Canada Mortgage Bonds;Government of Canada Bond;CAD CASH,STATE STREET,,,,2026-06-03,TDBK_DBFR_GENERAL_CSA,TDBK,CAD,CAD
9087,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,BANCO HABITAT:BANH,BANH,B6ARUI4946ST4S7WOU88,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:2B",ISDA CSA,TDBK_BANH_GEN,CAD,,,,10000.0,,,,,,CAD,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-11,A37107,Amended,TDBK_BANH_GENERAL_CSA,GENERAL_CSA,TDBK_BANH_GEN,,,Y,,Israel Government Bond;Ontario Provincial Bond;USD CASH,STATE STREET,,,,2026-06-03,TDBK_BANH_GENERAL_CSA,TDBK,CAD,
K1537,PT3QB789TSUIDF371261,THE TORONTO-DOMINION BANK,TDBK,CITIBANK NA:CITI,CITI,E57ODZWZ7FF32TWEFA76,,"None Fitch LT:AA-,MOODYS LT:A2,DBRS LT:AA,SP LT:AA-,Internal:1B",ISDA CSA,TDBK_CITI_GEN,USD,,,,10000.0,,,,,,USD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-04,A87538,Pending,TDBK_CITI_GENERAL_CSA,GENERAL_CSA,TDBK_CITI_GEN,,,Y,,US Treasury;US Corporate;Israel Government Bond,,,,,2026-06-03,TDBK_CITI_GENERAL_CSA,TDBK,USD,USD
