trade_identifier_party_a,trade_identifier_2_party_a,trade_date,effective_date,maturity_date,party_a_branch_name,party_b_branch_name,strike_price,buy_or_sell,put_or_call,exchanged_notional_1_amount,exchanged_notional_1_currency,exchanged_notional_2_amount,exchanged_notional_2_currency,valuation_base_currency,valuation_date,underlying,external_id,valuation_base_currency_amount_t_1,margin_type,settlement_date,agreement_name,ims_portfolio,ims_desk,model,pai,pai_rate,source_system,product_type,trade_identifier_party_b,applicable_agreements,rescued_data,reporting_date
16295738,,2025-12-11,2025-05-09,2031-11-12,TDBK,INVESTEC BANK LIMITED,101.58,Sell,,483000000.0,EUR,,,USD,2026-07-01,FX/IR,4654,100000.0,Net,2026-04-14,TDBK_INBL_REG_VM_CSA,PB,RATES,SIMM,-6512.05,0.03786426,CALYPSOCPG,IR Swap,,4654:REG_VM|7482:REG_IMC,,2026-06-17
39314708,,2026-03-13,2024-07-02,2027-12-11,TDBK,SWISS LIFE AG,108.66,Buy,Call,472000000.0,USD,,,USD,2026-07-01,FX/IR,A6454,1900000.0,Net,2026-08-19,TDBK_SWCD_REG_VM_CSA,PB,RATES,SIMM,-9277.81,0.00949561,MUREXFXO,FX Option,,A6454:REG_VM|7092:REG_IMC,,2026-06-17
59955644,,2025-10-12,2026-08-08,2028-10-26,TDBK,BIMCOR INC,,Buy,,383000000.0,GBP,,,USD,2026-07-01,FX/IR,0878,300000.0,IM,2026-04-06,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,4435.08,0.00352526,SOPHIS,Equity Swap,,0878:REG_VM|7980:REG_IMC,,2026-07-01
71593129,,2026-04-17,2025-11-14,2026-01-15,TDBK,CENTRAL 1 CREDIT UNION,,Buy,Put,203000000.0,CAD,,,USD,2026-07-01,,1013,1500000.0,VM,2026-08-21,TDBK_BCCU_GENERAL_CSA,PB,RATES,SIMM,5321.39,0.01868643,MUREXFXO,FX Option,,1013:REG_VM|7519:REG_IMC,,2026-06-10
63856136,,2025-07-10,2026-07-21,2031-06-23,TDBK,BIMCOR INC,,Buy,,110000000.0,GBP,,,USD,2026-07-01,FX/IR,3726,1600000.0,Net,2026-07-20,TDBK_BIMC_GENERAL_CSA,PB,RATES,SIMM,-312.11,0.00391176,CALYPSOCPG,Credit Default Swap,,3726:REG_VM|7064:REG_IMC,,2026-06-10
22938463,,2026-07-15,2024-12-07,2031-07-27,TDBK,INVESTEC BANK LIMITED,,Buy,Call,54000000.0,USD,,,USD,2026-07-01,FX/IR,K9421,-100000.0,VM,2026-10-02,TDBK_INBL_REG_IMC_CSA,PB,RATES,SIMM,1538.97,0.03283633,MUREXFXO,FX Option,,K9421:REG_VM|7476:REG_IMC,,2026-06-03
80810137,,2026-09-15,2025-12-07,2029-03-28,TDBK,BIMCOR INC,104.71,Buy,Call,197000000.0,GBP,,,USD,2026-07-01,FX/IR,A5660,1800000.0,IM,2026-11-19,TDBK_BIMC_GENERAL_CSA,PB,RATES,SIMM,1733.99,0.04492357,MUREXFXO,FX Option,,A5660:REG_VM|7228:REG_IMC,,2026-07-01
33865860,,2025-08-04,2024-01-24,2029-05-13,TDBK,BIMCOR INC,,Sell,,457000000.0,GBP,,,USD,2026-07-01,FX/IR,8393,300000.0,Net,2026-12-03,TDBK_BIMC_GENERAL_CSA,PB,RATES,SIMM,1271.58,0.04754598,CALYPSOCPG,IR Swap,,8393:REG_VM|7418:REG_IMC,,2026-06-17
25679525,,2024-02-26,2025-03-26,2026-07-28,TDBK,BANCO HABITAT,,Sell,,292000000.0,USD,,,USD,2026-07-01,FX/IR,K764,500000.0,Net,2026-09-17,TDBK_BANH_GENERAL_CSA,PB,RATES,SIMM,-5254.77,0.03726918,DARWIN,Swaption,,K764:REG_VM|7542:REG_IMC,,2026-07-01
89018805,,2024-07-04,2026-07-08,2031-07-11,TDBK,CITIBANK NA,,Sell,,258000000.0,USD,,,USD,2026-07-01,FX/IR,3645,1800000.0,IM,2026-05-27,TDBK_CITI_REG_IMC_CSA,PB,RATES,SIMM,9284.95,,DARWIN,Swaption,,3645:REG_VM|7938:REG_IMC,,2026-06-24
48543077,,2026-11-25,2025-07-18,2030-09-18,TDBK,MORGAN STANLEY INTL,99.89,Buy,Put,431000000.0,GBP,,,USD,2026-07-01,FX/IR,1022,1200000.0,VM,2026-11-07,TDBK_MSIL_REG_VM_CSA,PB,RATES,SIMM,9989.76,0.03440037,CALYPSOCPG,Credit Default Swap,,1022:REG_VM|7450:REG_IMC,,2026-06-10
80981441,,2025-10-24,2026-10-19,2029-08-15,TDBK,BANK OF NOVA SCOTIA,,Buy,,65000000.0,CAD,,,USD,2026-07-01,FX/IR,0873,0.0,IM,2026-11-01,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,-6942.29,0.01581836,MUREXFXO,FX Option,,0873:REG_VM|7467:REG_IMC,,2026-07-01
46372693,,2026-02-27,2026-09-19,2029-01-22,TDBK,BIMCOR INC,97.1,Sell,,201000000.0,USD,,,USD,2026-07-01,FX/IR,A4771,1000000.0,IM,2026-06-04,TDBK_BIMC_REG_IMC_CSA,PB,RATES,SIMM,8969.67,0.01296535,CALYPSOCPG,Credit Default Swap,,A4771:REG_VM|7694:REG_IMC,,2026-06-10
50591279,,2026-02-04,2024-05-11,2028-12-14,TDBK,DEUTSCHE BANK A.G.,91.96,Sell,,493000000.0,GBP,,,USD,2026-07-01,FX/IR,A3203,400000.0,VM,2026-10-16,TDBK_DBFR_REG_IMC_CSA,PB,,SIMM,3989.67,0.01968767,DARWIN,Swaption,,A3203:REG_VM|7215:REG_IMC,,2026-07-01
17797343,,2025-03-08,2024-07-21,2029-12-08,TDBK,INVESTEC BANK LIMITED,90.15,Sell,Call,190000000.0,USD,,,USD,2026-07-01,FX/IR,5824,-400000.0,Net,2026-01-09,TDBK_INBL_REG_VM_CSA,PB,RATES,,-1686.12,0.04773504,CALYPSOCPG,Credit Default Swap,,5824:REG_VM|7813:REG_IMC,,2026-06-17
71432297,,2025-01-01,2026-08-11,2027-04-11,TDBK,DEUTSCHE BANK A.G.,106.35,Sell,,388000000.0,GBP,,,USD,2026-07-01,FX/IR,9581,-300000.0,VM,2026-12-14,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,-1140.94,0.02288101,CALYPSOCPG,IR Swap,,9581:REG_VM|7936:REG_IMC,,2026-06-17
53509255,,2025-05-12,2024-12-01,2029-07-09,TDBK,DEUTSCHE BANK A.G.,102.57,Sell,,125000000.0,EUR,,,USD,2026-07-01,FX/IR,0333,1100000.0,IM,2026-07-02,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,,0.03208221,CALYPSOCPG,Credit Default Swap,,0333:REG_VM|7396:REG_IMC,,2026-06-24
33837705,,2026-08-14,2024-12-24,2026-12-27,TDBK,SWISS LIFE AG,98.38,Sell,,363000000.0,GBP,,,USD,2026-07-01,FX/IR,K9910,300000.0,IM,2026-09-06,TDBK_SWCD_REG_IMC_CSA,PB,RATES,SIMM,-1221.34,0.02531015,CALYPSOCPG,IR Swap,,K9910:REG_VM|7221:REG_IMC,,2026-06-10
83588353,,2026-07-01,2025-09-03,2027-09-12,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,90.95,Sell,,196000000.0,GBP,,,USD,2026-07-01,FX/IR,K8264,400000.0,IM,2026-09-26,,PB,RATES,SIMM,-8816.34,0.0023351,DARWIN,Swaption,,K8264:REG_VM|7866:REG_IMC,,2026-06-24
12020096,,2024-11-16,2026-06-25,2027-06-04,TDBK,BANK OF NOVA SCOTIA,108.27,Buy,Call,58000000.0,EUR,,,USD,2026-07-01,FX/IR,0119,1600000.0,Net,2026-08-20,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,-5345.24,0.03673379,SOPHIS,Equity Swap,,0119:REG_VM|7080:REG_IMC,,2026-06-24
19605528,,2024-02-20,2025-10-07,2029-08-11,TDBK,CITIBANK NA,91.83,Sell,Call,241000000.0,GBP,,,USD,2026-07-01,FX/IR,2292,1300000.0,VM,2026-04-04,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,-4289.58,0.04154458,SOPHIS,Equity Swap,,2292:REG_VM|7788:REG_IMC,,2026-06-03
98160503,,2025-02-13,2025-03-09,2028-03-05,TDBK,INVESTEC BANK LIMITED,100.79,Sell,,12000000.0,EUR,,,USD,2026-07-01,FX/IR,6863,1500000.0,IM,2026-08-28,TDBK_INBL_GENERAL_CSA,PB,RATES,SIMM,2073.38,0.0425055,MUREXFXO,FX Option,,6863:REG_VM|7517:REG_IMC,,2026-06-17
81623967,,2024-07-03,2025-12-24,2031-10-01,TDBK,CENTRAL 1 CREDIT UNION,107.92,Buy,,217000000.0,EUR,,,USD,2026-07-01,FX/IR,8033,200000.0,VM,2026-08-13,TDBK_BCCU_GENERAL_CSA,,,SIMM,4803.7,0.02198362,CALYPSOCPG,IR Swap,,8033:REG_VM|7603:REG_IMC,,2026-06-03
96995101,,2024-03-18,2025-04-20,2028-02-26,TDBK,CITIBANK NA,96.85,Buy,,57000000.0,USD,,,USD,2026-07-01,FX/IR,1590,100000.0,IM,2026-04-14,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,1358.83,0.03714502,CALYPSOCPG,IR Swap,,1590:REG_VM|7171:REG_IMC,,2026-06-24
70759177,,2025-06-09,2026-06-03,2030-12-01,TDBK,BANK OF NOVA SCOTIA,106.23,Buy,Put,417000000.0,USD,,,USD,2026-07-01,FX/IR,A7578,900000.0,Net,2026-05-19,TDBK_BNSC_REG_IMC_CSA,,RATES,SIMM,3439.74,,CALYPSOCPG,Credit Default Swap,,A7578:REG_VM|7826:REG_IMC,,2026-06-24
40823621,,2025-06-07,2026-05-18,2030-06-24,TDBK,INVESTEC BANK LIMITED,102.62,Sell,Put,304000000.0,USD,,,USD,2026-07-01,FX/IR,5076,-200000.0,IM,2026-06-07,TDBK_INBL_GENERAL_CSA,PB,RATES,SIMM,-523.37,0.03321191,CALYPSOCPG,IR Swap,,5076:REG_VM|7348:REG_IMC,,2026-06-17
50705146,,2026-04-26,2024-10-13,2029-01-11,TDBK,BIMCOR INC,,Sell,Call,167000000.0,GBP,,,USD,2026-07-01,FX/IR,7969,300000.0,Net,2026-02-13,TDBK_BIMC_REG_VM_CSA,PB,RATES,SIMM,6428.32,0.04019481,CALYPSOCPG,IR Swap,,7969:REG_VM|7718:REG_IMC,,2026-06-24
27123451,,2026-03-12,2024-06-19,2026-02-19,TDBK,INVESTEC BANK LIMITED,,Sell,,359000000.0,USD,,,USD,2026-07-01,FX/IR,K7788,300000.0,IM,2026-09-25,TDBK_INBL_REG_IMC_CSA,PB,RATES,SIMM,9018.72,0.04770237,SOPHIS,Equity Swap,,K7788:REG_VM|7145:REG_IMC,,2026-07-01
60820115,,2025-11-09,2024-01-21,2026-09-02,TDBK,MORGAN STANLEY INTL,100.2,Buy,Put,92000000.0,CAD,,,USD,2026-07-01,,K8284,-200000.0,IM,2026-12-04,TDBK_MSIL_GENERAL_CSA,PB,RATES,SIMM,,0.0150299,CALYPSOCPG,Credit Default Swap,,K8284:REG_VM|7874:REG_IMC,,2026-07-01
73704040,,2024-03-14,2024-02-16,2026-09-20,TDBK,CENTRAL 1 CREDIT UNION,99.03,Sell,,422000000.0,CAD,,,USD,2026-07-01,FX/IR,6717,-200000.0,Net,2026-09-15,TDBK_BCCU_GENERAL_CSA,PB,,SIMM,-8795.59,0.0494828,CALYPSOCPG,IR Swap,,6717:REG_VM|7368:REG_IMC,,2026-07-01
46702991,,2024-02-28,2026-05-19,2029-11-05,TDBK,CENTRAL 1 CREDIT UNION,107.99,Sell,,55000000.0,USD,,,USD,2026-07-01,FX/IR,6267,0.0,Net,2026-10-25,TDBK_BCCU_REG_IMC_CSA,PB,RATES,SIMM,-3862.92,0.01302064,CALYPSOCPG,IR Swap,,6267:REG_VM|7504:REG_IMC,,2026-06-17
84650469,,2025-12-18,2026-12-04,2031-07-01,TDBK,INVESTEC BANK LIMITED,101.11,Buy,Call,381000000.0,CAD,,,USD,2026-07-01,FX/IR,0709,-300000.0,Net,2026-12-01,TDBK_INBL_GENERAL_CSA,PB,RATES,,-3081.86,0.00129475,DARWIN,Swaption,,0709:REG_VM|7055:REG_IMC,,2026-06-17
24113800,,2026-05-13,2025-08-23,2030-06-10,TDBK,INVESTEC BANK LIMITED,,Buy,Put,385000000.0,GBP,,,USD,2026-07-01,FX/IR,A5538,-100000.0,IM,2026-07-28,,PB,RATES,,-8251.15,0.03958367,CALYPSOCPG,IR Swap,,A5538:REG_VM|7056:REG_IMC,,2026-06-10
11699071,,2024-06-05,2024-12-26,2030-07-23,TDBK,CITIBANK NA,,Sell,,156000000.0,GBP,,,USD,2026-07-01,FX/IR,K3475,800000.0,VM,2026-05-16,TRI-PARTY COLLATERAL AGENT HOLDING,PB,RATES,SIMM,-7182.72,0.03548444,CALYPSOCPG,IR Swap,,K3475:REG_VM|7157:REG_IMC,,2026-06-17
87107427,,2026-06-04,2024-09-10,2026-07-25,TDBK,DEUTSCHE BANK A.G.,93.07,Sell,,480000000.0,GBP,,,USD,2026-07-01,FX/IR,0323,1900000.0,VM,2026-10-03,TDBK_DBFR_GENERAL_CSA,PB,RATES,,5285.76,,MUREXFXO,FX Option,,0323:REG_VM|7484:REG_IMC,,2026-06-24
39438755,,2024-02-05,2025-10-11,2030-04-10,TDBK,DEUTSCHE BANK A.G.,,Buy,Put,431000000.0,EUR,,,USD,2026-07-01,FX/IR,0948,500000.0,IM,2026-03-28,TDBK_DBFR_REG_IMC_CSA,PB,RATES,SIMM,,0.03284528,CALYPSOCPG,Credit Default Swap,,0948:REG_VM|7390:REG_IMC,,2026-06-17
34851580,,2024-04-04,2025-12-14,2026-07-05,TDBK,DEUTSCHE BANK A.G.,,Sell,,343000000.0,EUR,,,USD,2026-07-01,FX/IR,7636,-400000.0,VM,2026-11-06,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,5124.12,0.02900062,SOPHIS,Equity Swap,,7636:REG_VM|7260:REG_IMC,,2026-06-03
90319217,,2026-02-28,2024-08-21,2031-08-02,TDBK,INVESTEC BANK LIMITED,105.72,Sell,,438000000.0,GBP,,,USD,2026-07-01,FX/IR,5727,1500000.0,VM,2026-10-16,TDBK_INBL_REG_IMC_CSA,PB,RATES,SIMM,2469.23,0.03021065,MUREXFXO,FX Option,,5727:REG_VM|7331:REG_IMC,,2026-06-03
29541655,,2025-09-21,2025-04-14,2027-09-06,TDBK,BANCO HABITAT,100.92,Buy,Call,450000000.0,EUR,,,USD,2026-07-01,FX/IR,6902,1400000.0,VM,2026-02-08,TDBK_BANH_REG_IMC_CSA,PB,RATES,SIMM,-3345.41,0.01558775,MUREXFXO,FX Option,,6902:REG_VM|7208:REG_IMC,,2026-06-10
63814145,,2025-03-20,2026-09-13,2029-02-11,TDBK,BANCO HABITAT,97.88,Buy,,27000000.0,EUR,,,USD,2026-07-01,FX/IR,0510,1400000.0,Net,2026-06-16,TDBK_BANH_GENERAL_CSA,PB,RATES,SIMM,-5065.34,0.04792888,CALYPSOCPG,IR Swap,,0510:REG_VM|7158:REG_IMC,,2026-06-03
18815775,,2024-05-28,2024-10-18,2031-12-18,TDBK,BANCO HABITAT,,Sell,,392000000.0,EUR,,,USD,2026-07-01,FX/IR,3790,1100000.0,IM,2026-05-12,TDBK_BANH_REG_IMC_CSA,PB,,SIMM,4296.63,0.04552767,DARWIN,Swaption,,3790:REG_VM|7379:REG_IMC,,2026-07-01
26112261,,2026-05-01,2024-09-24,2028-11-10,TDBK,CITIBANK NA,93.84,Sell,Call,176000000.0,EUR,,,USD,2026-07-01,FX/IR,K8643,-200000.0,Net,2026-03-02,,,RATES,SIMM,3235.89,0.04584161,SOPHIS,Equity Swap,,K8643:REG_VM|7649:REG_IMC,,2026-06-03
78174828,,2025-12-20,2024-01-24,2030-10-03,TDBK,DEUTSCHE BANK A.G.,98.88,Buy,Call,255000000.0,GBP,,,USD,2026-07-01,,K2119,1900000.0,IM,2026-10-08,TDBK_DBFR_REG_VM_CSA,PB,RATES,SIMM,3451.15,0.01416766,CALYPSOCPG,IR Swap,,K2119:REG_VM|7813:REG_IMC,,2026-07-01
39428687,,2025-11-27,2025-04-15,2027-11-08,TDBK,MORGAN STANLEY INTL,101.68,Buy,,478000000.0,GBP,,,USD,2026-07-01,,7496,600000.0,IM,2026-04-14,TDBK_MSIL_REG_VM_CSA,PB,RATES,SIMM,-9250.36,0.03738449,CALYPSOCPG,IR Swap,,7496:REG_VM|7990:REG_IMC,,2026-06-24
58876219,,2025-12-14,2026-08-26,2030-01-05,TDBK,BANCO HABITAT,109.57,Buy,,117000000.0,GBP,,,USD,2026-07-01,FX/IR,6206,1500000.0,IM,2026-02-16,TDBK_BANH_REG_VM_CSA,PB,RATES,SIMM,4779.92,0.01527698,SOPHIS,Equity Swap,,6206:REG_VM|7093:REG_IMC,,2026-06-17
63473832,,2024-05-02,2026-02-07,2027-05-21,TDBK,BANK OF NOVA SCOTIA,93.43,Buy,Put,42000000.0,CAD,,,USD,2026-07-01,,0270,1200000.0,VM,2026-02-12,TDBK_BNSC_GENERAL_CSA,PB,RATES,,4394.7,0.00293416,SOPHIS,Equity Swap,,0270:REG_VM|7933:REG_IMC,,2026-06-17
41050100,,2026-03-02,2025-01-03,2030-01-17,TDBK,SWISS LIFE AG,92.98,Sell,Put,71000000.0,EUR,,,USD,2026-07-01,FX/IR,A4203,-200000.0,VM,2026-05-20,TDBK_SWCD_GENERAL_CSA,PB,RATES,SIMM,-1591.95,0.03028083,CALYPSOCPG,IR Swap,,A4203:REG_VM|7897:REG_IMC,,2026-06-03
93415498,,2026-02-21,2025-12-09,2028-08-24,TDBK,SWISS LIFE AG,106.88,Buy,,139000000.0,GBP,,,USD,2026-07-01,FX/IR,9187,700000.0,VM,2026-03-26,TDBK_SWCD_REG_IMC_CSA,PB,RATES,SIMM,98.48,0.00323757,MUREXFXO,FX Option,,9187:REG_VM|7244:REG_IMC,,2026-06-17
49755484,,2026-09-04,2025-08-20,2030-11-19,TDBK,INVESTEC BANK LIMITED,98.14,Buy,,77000000.0,USD,,,USD,2026-07-01,FX/IR,7330,-200000.0,IM,2026-09-03,TDBK_INBL_GENERAL_CSA,PB,RATES,SIMM,,0.02274658,SOPHIS,Equity Swap,,7330:REG_VM|7586:REG_IMC,,2026-06-17
71945192,,2026-03-05,2024-02-11,2027-04-15,TDBK,CENTRAL 1 CREDIT UNION,104.57,Sell,,287000000.0,USD,,,USD,2026-07-01,FX/IR,0740,1000000.0,Net,2026-07-18,TDBK_BCCU_GENERAL_CSA,PB,RATES,SIMM,9135.16,0.03357257,DARWIN,Swaption,,0740:REG_VM|7250:REG_IMC,,2026-07-01
73390823,,2026-05-05,2026-07-09,2029-04-02,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,Put,253000000.0,EUR,,,USD,2026-07-01,FX/IR,8295,1900000.0,Net,2026-06-07,TDBK_WH17_GENERAL_CSA,PB,,,9476.27,0.04928883,MUREXFXO,FX Option,,8295:REG_VM|7018:REG_IMC,,2026-06-17
30387182,,2024-05-07,2026-06-23,2031-02-07,TDBK,BANK OF NOVA SCOTIA,,Sell,Put,207000000.0,USD,,,USD,2026-07-01,FX/IR,5397,1900000.0,Net,2026-04-21,TDBK_BNSC_REG_VM_CSA,PB,RATES,SIMM,4651.58,0.01692957,MUREXFXO,FX Option,,5397:REG_VM|7649:REG_IMC,,2026-06-17
61409331,,2024-11-17,2025-12-02,2030-02-16,TDBK,SWISS LIFE AG,104.41,Buy,Put,114000000.0,CAD,,,USD,2026-07-01,FX/IR,0483,1700000.0,Net,2026-05-14,TDBK_SWCD_GENERAL_CSA,,RATES,SIMM,7899.51,0.01299649,SOPHIS,Equity Swap,,0483:REG_VM|7808:REG_IMC,,2026-06-10
96260499,,2026-12-21,2024-03-09,2029-02-20,TDBK,CENTRAL 1 CREDIT UNION,,Sell,,170000000.0,GBP,,,USD,2026-07-01,FX/IR,1683,-200000.0,VM,2026-11-10,TDBK_BCCU_GENERAL_CSA,PB,RATES,SIMM,,0.04398435,CALYPSOCPG,IR Swap,,1683:REG_VM|7594:REG_IMC,,2026-06-03
45655351,,2025-08-11,2025-07-03,2027-05-11,TDBK,BANK OF NOVA SCOTIA,92.77,Buy,,165000000.0,USD,,,USD,2026-07-01,FX/IR,0431,900000.0,VM,2026-08-12,TDBK_BNSC_GENERAL_CSA,PB,RATES,SIMM,,0.00799624,CALYPSOCPG,IR Swap,,0431:REG_VM|7152:REG_IMC,,2026-06-10
16548224,,2026-11-18,2025-02-13,2026-07-10,TDBK,CITIBANK NA,107.94,Sell,Put,68000000.0,USD,,,USD,2026-07-01,FX/IR,3037,0.0,IM,2026-04-01,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,3172.21,0.03170006,DARWIN,Swaption,,3037:REG_VM|7916:REG_IMC,,2026-06-10
49141347,,2026-06-18,2026-09-20,2027-07-04,TDBK,DEUTSCHE BANK A.G.,,Sell,Put,468000000.0,USD,,,USD,2026-07-01,FX/IR,4426,500000.0,Net,2026-03-01,TDBK_DBFR_REG_IMC_CSA,,RATES,SIMM,-6495.09,,CALYPSOCPG,IR Swap,,4426:REG_VM|7435:REG_IMC,,2026-06-24
56985093,,2025-10-27,2025-05-18,2030-06-16,TDBK,BIMCOR INC,,Sell,,310000000.0,GBP,,,USD,2026-07-01,FX/IR,9823,900000.0,Net,2026-12-23,TDBK_BIMC_REG_IMC_CSA,PB,,SIMM,7770.83,0.0235591,DARWIN,Swaption,,9823:REG_VM|7029:REG_IMC,,2026-07-01
86907935,,2024-09-02,2026-06-02,2026-09-26,TDBK,CITIBANK NA,,Buy,,36000000.0,CAD,,,USD,2026-07-01,FX/IR,7557,800000.0,IM,2026-05-03,TDBK_CITI_REG_IMC_CSA,PB,RATES,SIMM,-3935.67,0.04785245,DARWIN,Swaption,,7557:REG_VM|7300:REG_IMC,,2026-06-24
11615123,,2025-02-10,2026-12-11,2026-12-23,TDBK,CITIBANK NA,99.95,Buy,,417000000.0,CAD,,,USD,2026-07-01,FX/IR,0794,-300000.0,IM,2026-10-12,TDBK_CITI_GENERAL_CSA,PB,RATES,SIMM,9646.21,0.01399006,CALYPSOCPG,Credit Default Swap,,0794:REG_VM|7730:REG_IMC,,2026-06-17
44201310,,2026-01-22,2026-07-01,2026-02-18,TDBK,BANCO HABITAT,,Sell,,22000000.0,CAD,,,USD,2026-07-01,FX/IR,7567,-300000.0,IM,2026-10-22,,PB,RATES,SIMM,5839.38,0.0002956,DARWIN,Swaption,,7567:REG_VM|7914:REG_IMC,,2026-06-10
45843581,,2025-07-05,2026-08-05,2029-09-04,TDBK,CITIBANK NA,,Sell,,412000000.0,EUR,,,USD,2026-07-01,FX/IR,3407,1500000.0,Net,2026-07-05,TDBK_CITI_REG_VM_CSA,PB,RATES,SIMM,1643.9,0.0481448,DARWIN,Swaption,,3407:REG_VM|7020:REG_IMC,,2026-07-01
78031523,,2024-12-28,2024-02-21,2030-01-11,TDBK,DEUTSCHE BANK A.G.,,Sell,,41000000.0,GBP,,,USD,2026-07-01,FX/IR,0517,2000000.0,IM,2026-04-13,TDBK_DBFR_GENERAL_CSA,PB,RATES,SIMM,6360.37,0.03111877,DARWIN,Swaption,,0517:REG_VM|7153:REG_IMC,,2026-07-01
11153631,,2026-12-08,2026-01-10,2030-04-18,TDBK,MORGAN STANLEY INTL,,Buy,,310000000.0,EUR,,,USD,2026-07-01,FX/IR,6268,200000.0,IM,2026-09-25,TDBK_MSIL_REG_IMC_CSA,PB,RATES,SIMM,1149.22,0.04489455,DARWIN,Swaption,,6268:REG_VM|7801:REG_IMC,,2026-06-03
35112918,,2025-12-12,2026-01-05,2027-02-07,TDBK,MORGAN STANLEY INTL,98.7,Buy,Put,340000000.0,USD,,,USD,2026-07-01,FX/IR,K8284,500000.0,VM,2026-02-17,,PB,RATES,SIMM,-2343.23,0.03887893,MUREXFXO,FX Option,,K8284:REG_VM|7456:REG_IMC,,2026-06-17
86638572,,2026-02-26,2025-12-10,2031-09-20,TDBK,CITIBANK NA,,Sell,Put,223000000.0,EUR,,,USD,2026-07-01,FX/IR,A801,300000.0,Net,2026-03-06,TDBK_CITI_REG_IMC_CSA,PB,,SIMM,9323.59,0.01385613,CALYPSOCPG,Credit Default Swap,,A801:REG_VM|7921:REG_IMC,,2026-06-10
48787263,,2026-11-22,2025-12-02,2026-07-21,TDBK,SWISS LIFE AG,94.96,Sell,Call,280000000.0,EUR,,,USD,2026-07-01,,K349,300000.0,Net,2026-03-27,TDGF_XXXX_GENERAL_CSA,PB,,SIMM,257.5,0.01684387,DARWIN,Swaption,,K349:REG_VM|7472:REG_IMC,,2026-06-24
83520925,,2025-05-20,2025-09-05,2028-09-03,TDBK,INVESTEC BANK LIMITED,109.06,Buy,,188000000.0,GBP,,,USD,2026-07-01,FX/IR,2153,1800000.0,VM,2026-08-14,,PB,RATES,SIMM,-740.38,0.0077632,SOPHIS,Equity Swap,,2153:REG_VM|7077:REG_IMC,,2026-06-10
90753380,,2024-08-05,2025-02-19,2026-02-12,TDBK,BIMCOR INC,90.31,Sell,,315000000.0,CAD,,,USD,2026-07-01,FX/IR,K2489,0.0,IM,2026-08-28,TDBK_BIMC_GENERAL_CSA,PB,RATES,SIMM,-138.45,,SOPHIS,Equity Swap,,K2489:REG_VM|7344:REG_IMC,,2026-06-17
83218869,,2026-08-08,2026-07-07,2030-03-04,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,107.38,Sell,,71000000.0,USD,,,USD,2026-07-01,FX/IR,K4774,1400000.0,IM,2026-12-11,TDBK_WH17_GENERAL_CSA,PB,RATES,SIMM,-403.77,0.03698076,SOPHIS,Equity Swap,,K4774:REG_VM|7412:REG_IMC,,2026-06-03
40998757,,2025-11-10,2025-12-23,2028-10-19,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,,27000000.0,CAD,,,USD,2026-07-01,FX/IR,4309,-300000.0,IM,2026-02-16,TDBK_WH17_REG_IMC_CSA,PB,RATES,SIMM,5389.12,0.04625276,CALYPSOCPG,Credit Default Swap,,4309:REG_VM|7421:REG_IMC,,2026-06-03
63531990,,2024-08-27,2025-09-03,2030-07-22,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,,Buy,Call,197000000.0,USD,,,USD,2026-07-01,FX/IR,0978,100000.0,Net,2026-05-03,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,8557.93,0.02585654,CALYPSOCPG,Credit Default Swap,,0978:REG_VM|7478:REG_IMC,,2026-06-10
49055752,,2024-11-27,2026-10-19,2026-03-26,TDBK,CITIBANK NA,96.77,Sell,,212000000.0,CAD,,,USD,2026-07-01,FX/IR,K7975,-400000.0,IM,2026-03-27,TDBK_CITI_REG_IMC_CSA,PB,RATES,SIMM,-1692.95,0.03254182,MUREXFXO,FX Option,,K7975:REG_VM|7244:REG_IMC,,2026-06-24
88632600,,2026-04-24,2026-05-12,2029-01-13,TDBK,WELLINGTON GLOBAL EQUITY FUND 28R5,90.5,Buy,,60000000.0,USD,,,USD,2026-07-01,FX/IR,7084,-300000.0,IM,2026-10-11,TDBK_WH17_REG_VM_CSA,PB,RATES,SIMM,-1924.19,0.0213968,MUREXFXO,FX Option,,7084:REG_VM|7336:REG_IMC,,2026-06-03
50136694,,2026-10-11,2024-08-28,2027-04-02,TDBK,BANK OF NOVA SCOTIA,,Sell,,328000000.0,EUR,,,USD,2026-07-01,FX/IR,2401,1000000.0,Net,2026-12-23,,PB,RATES,SIMM,7897.52,0.04662348,CALYPSOCPG,IR Swap,,2401:REG_VM|7512:REG_IMC,,2026-06-17
